valgstedid;voters;votes;a;b;c;v;year;vsnavn;komnavn;kredsnavn;kontanthjaelp;arbejd;boligstoer_kvm;ejer;formue;indkomst;indkomst_80pct;_merge
159010;4400;3718;984;399;380;869;2005;Vadgård;Gladsaxe;6. Gladsaxe;;;;;;;;1
159011;2582;2098;532;257;221;458;2005;Værebro;Gladsaxe;6. Gladsaxe;;;;;;;;1
161001;2257;2055;543;148;231;586;2005;Nordvangskolen;Glostrup;4. Glostrup;;;113.0566483;.626278521;;;;3
161002;2414;2044;509;143;232;573;2005;Sognegården / Menighedshuset;Glostrup;4. Glostrup;;;89.26187419999999;.436456996;;;;3
161003;4024;3308;967;240;269;800;2005;Søndervangskolen;Glostrup;4. Glostrup;;;75.55516881;.31117299;;;;3
161004;3289;2712;1025;143;109;445;2005;Vestervangskolen;Glostrup;4. Glostrup;;;68.12124849999999;.071628651;;;;3
161005;1348;1260;204;72;158;520;2005;Ejbyskolen;Glostrup;4. Glostrup;;;;.9677419350000001;;;;3
161006;2367;2057;651;102;161;505;2005;Hvissingehallen;Glostrup;4. Glostrup;;;94.6402152;.215870881;;;;3
163001;1949;1556;635;109;102;212;2005;Engskolen;Herlev;9. Rødovre;;;76.08245925999999;.267365633;;;;3
163002;4362;3678;1189;311;324;711;2005;Elverhøjens Skole;Herlev;9. Rødovre;;;99.65225375999999;.464722405;;;;3
163003;4381;3749;1058;336;387;798;2005;Hjortespring Skole;Herlev;9. Rødovre;;;87.30830023999999;.277910313;;;;3
163004;5235;4640;1532;314;523;989;2005;Lindehøjskolen / Borgerdigeskolen;Herlev;9. Rødovre;;;;;;;;1
163005;3602;2861;984;254;218;472;2005;Hammergårdskolen / Dyrholmskolen;Herlev;9. Rødovre;;;;;;;;1
165001;4568;3972;1065;399;320;716;2005;Roholmskolen;Albertslund;4. Glostrup;;;84.0833896;.380486158;;;;3
165002;3342;3015;886;213;287;602;2005;Egelundsskolen;Albertslund;4. Glostrup;;;105.4637395;.570794277;;;;3
165003;2781;2211;842;216;77;292;2005;Vridsløselille Skole;Albertslund;4. Glostrup;;;80.1955577;.13713182;;;;3
165004;3966;3167;1136;216;104;360;2005;Kongsholmcentret;Albertslund;4. Glostrup;;;;.012508935;;;;3
165005;4120;3504;1143;423;209;579;2005;Birkelund-Holsbjergskolen (Teglmoseskolen);Albertslund;4. Glostrup;;;102.5010275;.452938759;;;;3
167001;4157;3460;928;320;332;772;2005;Holmegårdsskolen;Hvidovre;7. Hvidovre;;;72.89233885;.479581505;;;;3
167002;3261;2663;827;186;219;593;2005;Præstemoseskolen;Hvidovre;7. Hvidovre;;;76.32037534;.386952636;;;;3
167003;4285;3563;1240;256;182;622;2005;Sønderkærskolen;Hvidovre;7. Hvidovre;;;72.72651842000001;.203783604;;;;3
167004;4526;3848;1295;296;252;706;2005;Medborgerhuset / Risbjerggård;Hvidovre;7. Hvidovre;;;85.78313253;.350460666;;;;3
167005;4904;4231;1138;381;393;970;2005;Dansborgskolen;Hvidovre;7. Hvidovre;;;93.15143247;.589017735;;;;3
167006;5277;4443;1451;326;339;818;2005;Frihedens Idrætscenter;Hvidovre;7. Hvidovre;;;85.43365794;.365185636;;;;3
167007;5350;4512;1240;321;377;1177;2005;Avedøre Skole;Hvidovre;7. Hvidovre;;;111.2534014;.671088435;;;;3
167008;4406;3460;1019;333;201;625;2005;Avedøre Bibliotek;Hvidovre;7. Hvidovre;;;83.73966942;.139224412;;;;3
169001;2693;2006;611;172;169;406;2005;Selsmoseskolen;Høje-Taastrup;4. Glostrup;;;72.19484109;.293873791;;;;3
169002;3186;2734;700;182;323;692;2005;Parkskolen;Høje-Taastrup;4. Glostrup;;;97.44276795;.54578564;;;;3
169003;2515;2268;558;166;313;639;2005;Grønhøjskolen;Høje-Taastrup;4. Glostrup;;;128.4417549;.672465961;;;;3
169004;2105;1785;462;126;207;463;2005;Taastrup Kulturcenter;Høje-Taastrup;4. Glostrup;;;105.5595668;.6678700359999999;;;;3
169005;1555;1401;387;105;152;378;2005;Borgerskolen;Høje-Taastrup;4. Glostrup;;;;.915375447;;;;3
169006;3961;3133;898;252;265;708;2005;Gadehaveskolen;Høje-Taastrup;4. Glostrup;;;81.6488514;.503254192;;;;3
169007;3183;2714;825;169;219;651;2005;Rønnevangsskolen;Høje-Taastrup;4. Glostrup;;;80.47697368;.633458647;;;;3
169008;2139;1742;483;128;145;431;2005;Torstorp;Høje-Taastrup;4. Glostrup;;;81.04857422000001;.133169481;;;;3
169009;1702;1532;302;112;186;499;2005;Sengeløse Skole;Høje-Taastrup;4. Glostrup;;;134.8225214;.891064871;;;;3
169010;1842;1406;430;94;109;339;2005;Charlotteskolen;Høje-Taastrup;4. Glostrup;;;89.55028618;.29108749;;;;3
169011;3386;2842;757;168;255;847;2005;Fritidscentret Hedehuset;Høje-Taastrup;4. Glostrup;;;96.22351695;.7166313560000001;;;;3
169012;3069;2740;686;205;311;844;2005;Flønghallen;Høje-Taastrup;4. Glostrup;;;126.3759052;.88676761;;;;3
169013;566;524;99;42;49;181;2005;Reerslev Skole;Høje-Taastrup;4. Glostrup;;;132.2048611;.7881944440000001;;;;3
171001;781;699;99;55;173;200;2005;Ledøje Forsamlingshus;Ledøje-Smørum;3. Ballerup;;;;;;;;1
171002;6584;5998;1237;482;1138;1783;2005;Ledøje-Smørum-hallen;Ledøje-Smørum;3. Ballerup;;;;;;;;1
173001;4922;4154;787;527;706;1119;2005;Lyngby Midt;Lyngby-Tårbæk;2. Lyngby;;;77.24947688;.301707508;;;;3
173002;4492;3808;1035;383;491;846;2005;Lindegård;Lyngby-Tårbæk;2. Lyngby;;;75.79944547;.153111522;;;;3
173003;4503;3842;685;507;690;1023;2005;Trongård;Lyngby-Tårbæk;2. Lyngby;;;80.33343300999999;.322368421;;;;3
173004;4607;4028;650;525;747;1196;2005;Engelsborg;Lyngby-Tårbæk;2. Lyngby;;;89.96268657;.535366645;;;;3
173005;1104;982;144;132;198;293;2005;Taarbæk;Lyngby-Tårbæk;2. Lyngby;;;111.2106017;.558739255;;;;3
173006;4666;4238;524;662;1076;1267;2005;Virum;Lyngby-Tårbæk;2. Lyngby;;;118.4988962;.765636497;;;;3
173007;3404;3110;545;476;715;759;2005;Hummeltofte;Lyngby-Tårbæk;2. Lyngby;;;109.033396;.605362183;;;;3
173008;3832;3325;595;467;608;873;2005;Fuglsanggård;Lyngby-Tårbæk;2. Lyngby;;;86.11890694;.389217134;;;;3
173009;2076;1924;321;324;397;472;2005;Kongevej;Lyngby-Tårbæk;2. Lyngby;;;109.9439793;.824458873;;;;3
173010;4588;3987;844;535;704;942;2005;Lundtofte;Lyngby-Tårbæk;2. Lyngby;;;90.60237103;.505286767;;;;3
175001;3065;2597;756;228;242;559;2005;Ørbygård;Rødovre;9. Rødovre;;;89.47245322000001;.570686071;;;;3
175002;1796;1438;641;78;67;151;2005;Milestedet;Rødovre;9. Rødovre;;;;;;;;1
175003;4166;3422;1060;340;263;712;2005;Rødovre Skole;Rødovre;9. Rødovre;;;86.32000240000001;.4511755;;;;3
175004;3789;2966;1092;198;175;533;2005;Valhøj Skole;Rødovre;9. Rødovre;;;71.87968119;.069607705;;;;3
175005;2621;2161;774;132;131;360;2005;Carlsrohallen;Rødovre;9. Rødovre;;;74.07575284000001;.325845791;;;;3
175006;3497;3071;902;281;350;680;2005;Nyager Skole;Rødovre;9. Rødovre;;;;;;;;1
175007;2758;2346;857;160;164;404;2005;Tinderhøj Skole;Rødovre;9. Rødovre;;;89.29392446999999;.355090312;;;;3
175008;4104;3551;1102;263;316;757;2005;Islev Skole;Rødovre;9. Rødovre;;;102.817715;.638425332;;;;3
175009;1179;962;295;96;92;192;2005;Broparken;Rødovre;9. Rødovre;;;;;;;;1
181002;2339;2072;234;244;443;813;2005;Ny Holte;Søllerød;2. Lyngby;;;;;;;;1
181003;2456;2281;193;377;532;860;2005;Dronninggård;Søllerød;2. Lyngby;;;;;;;;1
181004;2467;2266;255;311;550;790;2005;Skovly;Søllerød;2. Lyngby;;;;;;;;1
181005;3774;3345;599;363;521;1132;2005;Nærum;Søllerød;2. Lyngby;;;;;;;;1
181006;3882;3494;511;340;722;1342;2005;Gl. Holte;Søllerød;2. Lyngby;;;;;;;;1
181008;1373;1243;88;97;339;541;2005;Skodsborg;Søllerød;2. Lyngby;;;;;;;;1
181009;3707;3352;291;358;794;1412;2005;Vedbæk;Søllerød;2. Lyngby;;;;;;;;1
181011;2836;2645;170;319;646;1164;2005;Søllerød;Søllerød;2. Lyngby;;;;;;;;1
183001;1096;975;200;72;99;310;2005;Ishøj Forsamlingshuset;Ishøj;4. Glostrup;;;131.1614188;.794708063;;;;3
183002;2768;2381;713;151;157;560;2005;Vibeholmskolen;Ishøj;4. Glostrup;;;104.1640452;.567703738;;;;3
183003;3295;2656;894;177;168;513;2005;Gildbroskolen;Ishøj;4. Glostrup;;;98.93397524;.341586428;;;;3
183004;2352;1615;668;142;51;150;2005;Strandgårdsskolen;Ishøj;4. Glostrup;;;;;;;;3
183005;3811;3214;904;205;252;789;2005;Ishøj Centersal;Ishøj;4. Glostrup;;;91.66265060000001;.69437751;;;;3
185001;4146;3589;875;168;307;992;2005;Vestamager;Tårnby;8. Amager;;;120.2930568;.850766456;;;;3
185002;4996;4410;1230;257;399;1220;2005;Pilegården;Tårnby;8. Amager;;;124.1063911;.969766552;;;;3
185003;4594;3730;1192;236;277;756;2005;Tårnby;Tårnby;8. Amager;;;80.88009352;.351369405;;;;3
185004;3877;3244;1053;240;256;701;2005;Korsvejen;Tårnby;8. Amager;;;87.22435079;.423158791;;;;3
185005;3551;3011;801;194;259;807;2005;Løjtegården;Tårnby;8. Amager;;;110.457958;.805805806;;;;3
185006;8453;6947;2302;459;433;1322;2005;Kastrup;Tårnby;8. Amager;;;70.79711333;.18435296;;;;3
187001;2297;1897;414;125;303;512;2005;Vallensbæk Idrætscenter;Vallensbæk;4. Glostrup;;;95.97381865;.783524904;;;;3
187002;3087;2829;631;178;538;733;2005;Egholmskolen;Vallensbæk;4. Glostrup;;;111.7879838;.803581745;;;;3
187003;3538;3235;695;235;657;929;2005;Pilehaveskolen;Vallensbæk;4. Glostrup;;;115.0639059;.827709611;;;;3
189001;8840;8070;1554;1057;1444;2197;2005;Lille Værløse;Værløse;3. Ballerup;;;;;;;;1
189002;2489;2335;382;404;429;590;2005;Hareskov;Værløse;3. Ballerup;;;;;;;;1
189003;1063;993;132;123;182;333;2005;Kirke Værløse;Værløse;3. Ballerup;;;;;;;;1
189004;925;839;189;137;131;188;2005;Jonstrup;Værløse;3. Ballerup;;;;;;;;1
201001;1966;1815;214;266;326;655;2005;Blovstrød;Allerød;3. Hillerød;;;127.3620206;.797006548;;;;3
201002;2519;2243;484;357;306;573;2005;Lillerød Øst;Allerød;3. Hillerød;;;105.4716543;.446561338;;;;3
201003;3165;2853;500;361;459;902;2005;Lillerød By;Allerød;3. Hillerød;;;116.6549625;.754681648;;;;3
201004;3529;3132;433;310;401;1254;2005;Lynge By;Allerød;3. Hillerød;;;125.5317501;.740320083;;;;3
201005;3299;3067;393;402;563;1180;2005;Lynge Øst;Allerød;3. Hillerød;;;126.8418393;.777160182;;;;3
201006;1977;1822;289;249;315;608;2005;Lillerød Vest;Allerød;3. Hillerød;;;;;;;;1
205001;3051;2731;440;426;431;930;2005;Bistrupskolen;Birkerød;2. Fredensborg;;;;;;;;1
205002;4540;3981;607;788;624;1109;2005;Toftevangskolen;Birkerød;2. Fredensborg;;;;;;;;1
205003;3727;3309;621;505;473;965;2005;Kajerødskolen;Birkerød;2. Fredensborg;;;;;;;;1
205004;2671;2356;333;435;392;720;2005;Parkvejskolen;Birkerød;2. Fredensborg;;;;;;;;1
205005;1544;1372;117;211;283;532;2005;Høsterkøb;Birkerød;2. Fredensborg;;;;;;;;1
207001;3997;3663;537;602;566;1177;2005;Stavnholt;Farum;3. Hillerød;;;;;;;;1
207002;4530;4057;665;666;576;1148;2005;Solvang;Farum;3. Hillerød;;;;;;;;1
207003;4029;3246;773;438;256;739;2005;Paltholm;Farum;3. Hillerød;;;;;;;;1
208001;4129;3548;655;364;459;1214;2005;Asminderød;Fredensborg-Humlebæk;2. Fredensborg;;;;;;;;1
208002;3487;3106;422;435;511;1177;2005;Fredensborg;Fredensborg-Humlebæk;2. Fredensborg;;;;;;;;1
208003;3437;2995;542;469;400;880;2005;Humlebæk;Fredensborg-Humlebæk;2. Fredensborg;;;;;;;;1
208004;3331;2925;581;435;339;820;2005;Baunebjerg;Fredensborg-Humlebæk;2. Fredensborg;;;;;;;;1
209001;4877;4016;1079;388;405;1154;2005;Elværket/Falkenborgskolen;Frederikssund;4. Frederiksværk;;;;;;;;1
209002;2576;2245;533;216;241;722;2005;Marienlystskolen;Frederikssund;4. Frederiksværk;;;;;;;;1
209003;3625;3166;754;290;327;1060;2005;Oppe Sundby;Frederikssund;4. Frederiksværk;;;;;;;;1
209004;698;630;125;42;67;255;2005;St. Rørbæk;Frederikssund;4. Frederiksværk;;;;;;;;1
209005;466;418;60;29;66;162;2005;Græse Gl. Skole;Frederikssund;4. Frederiksværk;;;;;;;;1
209006;1438;1274;287;121;130;422;2005;Græse Bakkeby Center;Frederikssund;4. Frederiksværk;;;;;;;;1
211001;3042;2335;727;215;180;512;2005;Frederiksværk;Frederiksværk;4. Frederiksværk;;;;;;;;1
211002;3969;3185;972;275;283;766;2005;Kregme;Frederiksværk;4. Frederiksværk;;;;;;;;1
211003;2773;2286;648;187;167;647;2005;Vinderød;Frederiksværk;4. Frederiksværk;;;;;;;;1
211004;3115;2670;624;250;231;765;2005;Melby;Frederiksværk;4. Frederiksværk;;;;;;;;1
211005;2093;1738;433;113;134;527;2005;Ølsted;Frederiksværk;4. Frederiksværk;;;;;;;;1
213001;3690;3099;543;232;212;1132;2005;Blistrup;Græsted-Gilleleje;2. Fredensborg;;;;;;;;1
213002;2448;2071;380;222;152;648;2005;Esbønderup;Græsted-Gilleleje;2. Fredensborg;;;;;;;;1
213004;3485;2918;553;247;168;1029;2005;Græsted;Græsted-Gilleleje;2. Fredensborg;;;;;;;;1
213006;4884;4066;726;350;362;1462;2005;Gilleleje;Græsted-Gilleleje;2. Fredensborg;;;;;;;;1
213007;1238;1047;153;89;85;393;2005;Søborg;Græsted-Gilleleje;2. Fredensborg;;;;;;;;1
215001;5575;4679;884;435;361;1783;2005;Helsinge;Helsinge;4. Frederiksværk;;;;;;;;1
215002;773;675;110;76;57;247;2005;Mårum;Helsinge;4. Frederiksværk;;;;;;;;1
215003;403;358;49;30;44;145;2005;Valby;Helsinge;4. Frederiksværk;;;;;;;;1
215004;2114;1839;296;198;162;704;2005;Ramløse;Helsinge;4. Frederiksværk;;;;;;;;1
215005;1707;1540;238;158;171;647;2005;Annisse;Helsinge;4. Frederiksværk;;;;;;;;1
215006;2211;1924;367;160;140;634;2005;Vejby;Helsinge;4. Frederiksværk;;;;;;;;1
215007;1523;1345;212;223;104;392;2005;Tibirke;Helsinge;4. Frederiksværk;;;;;;;;1
217001;7201;5608;1377;781;588;1225;2005;Helsingør Bibliotek;Helsingør;1. Helsingør;;;82.21815075000001;.360423676;;;;3
