"year","valgstedid","voters","votes","a","b","c","v","vsnavn","komnavn","kredsnavn","kontanthjaelp","arbejd","boligstoer_kvm","ejer","formue","indkomst","indkomst_80pct"
2005,"265008",1615.79,1499.04,0.2074594407,0.1027457573,0.1151803821,0.3200248159,"Vindinge","Roskilde","8. Roskilde",0.0223138202,0.6698328257,127.0463289,0.770810572,1794207.625,642783.4375,886615.3125
2007,"265008",1671.71,1574.58,0.2186932388,0.0492194744,0.1190031627,0.2953295482,"Vindinge","Roskilde","8. Roskilde",0.0223138202,0.6698328257,127.0463289,0.770810572,1794207.625,642783.4375,886615.3125
2011,"265008",1716.26,1618.07,0.2008503958,0.1110458756,0.0691750048,0.2912605759,"Vindinge","Roskilde","8. Roskilde",0.0223138202,0.6698328257,128.2276217,0.744551681,1794207.625,642783.4375,886615.3125
2015,"265008",1789,1643,0.2544126598,0.0547778454,0.0298234936,0.2172854534,"Vindinge","Roskilde","8. Roskilde",0.0223138202,0.6698328257,128.2273138,0.744539031,1794207.625,642783.4375,886615.3125
2005,"265009",842,762,0.186351706,0.1023622047,0.0800524934,0.3162729659,"Vor Frue","Roskilde","8. Roskilde",0.0226283725,0.6727589369,124.0410959,0.840182648,1827832.25,591402.5625,845228
2007,"265009",829,747,0.2155287818,0.06291834,0.0722891566,0.3092369478,"Vor Frue","Roskilde","8. Roskilde",0.0226283725,0.6727589369,124.0410959,0.840182648,1827832.25,591402.5625,845228
2011,"265009",836,763,0.1913499345,0.0891218873,0.0419397117,0.2870249017,"Vor Frue","Roskilde","8. Roskilde",0.0226283725,0.6727589369,126.0854503,0.850230415,1827832.25,591402.5625,845228
2015,"265009",868,756,0.2301587302,0.0396825397,0.0291005291,0.205026455,"Vor Frue","Roskilde","8. Roskilde",0.0226283725,0.6727589369,126.0854503,0.850230415,1827832.25,591402.5625,845228
2005,"265010",4639.91,3707.42,0.3112568848,0.094820657,0.0585123887,0.1824826969,"Æblehaven","Roskilde","8. Roskilde",0.0501944833,0.5503997207,66.94297415,0.204052318,348313.46875,343409.09375,5093372
2007,"265010",4840.47,3959.65,0.2872173046,0.0470824442,0.0651699014,0.1742300456,"Æblehaven","Roskilde","8. Roskilde",0.0501944833,0.5503997207,66.94294178,0.204052318,348313.46875,343409.09375,5093372
2011,"265010",4904.52,4098.89,0.2629272803,0.0872431317,0.036102457,0.1546833411,"Æblehaven","Roskilde","8. Roskilde",0.0501944833,0.5503997207,69.05066754,0.226936132,348313.46875,343409.09375,5093372
2015,"265010",5235,4173,0.2767792955,0.0594296669,0.0208483106,0.1296429427,"Æblehaven","Roskilde","8. Roskilde",0.0501944833,0.5503997207,69.05066754,0.226936132,348313.46875,343409.09375,5093372
2005,"265011",2340.94,2129.38,0.2004104481,0.0916510909,0.093900572,0.3519663,"Gundsølille","Roskilde","8. Roskilde",0.0200486034,0.647326827,122.2009051,0.659825895,1644287.125,587772.4375,875329
2007,"265011",2377,2185,0.2073226545,0.0581235698,0.1052631579,0.2983981693,"Gundsølille","Roskilde","8. Roskilde",0.0200486034,0.647326827,122.1828417,0.659612384,1644287.125,587772.4375,875329
2011,"265011",2419,2250,0.1946666667,0.0964444444,0.0462222222,0.3128888889,"Gundsølille","Roskilde","8. Roskilde",0.0200486034,0.647326827,124.7636909,0.667916042,1644287.125,587772.4375,875329
2015,"265011",2497,2272,0.2077464789,0.0462147887,0.0290492958,0.2376760563,"Gundsølille","Roskilde","8. Roskilde",0.0200486034,0.647326827,124.7636909,0.667916042,1644287.125,587772.4375,875329
2005,"265013",7010,6310,0.1779714739,0.0870047544,0.1305863708,0.3592709984,"Jyllinge","Roskilde","8. Roskilde",0.0226045363,0.6858509779,115.2348008,0.918238994,1770413.625,628874.9375,891063
2007,"265013",4369,4004,0.1865634366,0.0541958042,0.1371128871,0.3179320679,"Jyllinge","Roskilde","8. Roskilde",0.0226045363,0.6858509779,115.2348008,0.918238994,1770413.625,628874.9375,891063
2011,"265013",4516,4175,0.1705389222,0.097245509,0.0661077844,0.319760479,"Jyllinge","Roskilde","8. Roskilde",0.0226045363,0.6858509779,122.6102792,0.899353274,1770413.625,628874.9375,891063
2015,"265013",4620,4220,0.2203791469,0.0381516588,0.0367298578,0.244549763,"Jyllinge","Roskilde","8. Roskilde",0.0226045363,0.6858509779,122.6102792,0.899353274,1770413.625,628874.9375,891063
2005,"265014",1844,1666,0.2370948379,0.0666266507,0.1206482593,0.3325330132,"Gundsømagle","Roskilde","8. Roskilde",0.0210668724,0.6528797746,124.6887755,0.782653061,1522196.5,601602.75,852529
2007,"265014",1873,1724,0.2407192575,0.0423433875,0.1067285383,0.2917633411,"Gundsømagle","Roskilde","8. Roskilde",0.0210668724,0.6528797746,124.6887755,0.782653061,1522196.5,601602.75,852529
2011,"265014",1906,1786,0.2346024636,0.085106383,0.0526315789,0.2928331467,"Gundsømagle","Roskilde","8. Roskilde",0.0210668724,0.6528797746,124.1601179,0.742409403,1522196.5,601602.75,852529
2015,"265014",2016,1838,0.2448313384,0.0364526659,0.0375408052,0.2127312296,"Gundsømagle","Roskilde","8. Roskilde",0.0210668724,0.6528797746,124.1601179,0.742409403,1522196.5,601602.75,852529
2015,"265015",,,,,,,"Baunehøj","Roskilde","8. Roskilde",,,,,,,
2005,"265016",1620,1469,0.2042205582,0.0905377808,0.0973451327,0.3669162696,"Gadstrup","Roskilde","8. Roskilde",0.0209606998,0.6694323421,134.2542787,0.897310513,1622920.5,629939,876718
2007,"265016",1639,1511,0.2289874255,0.0483123759,0.1039046989,0.3355393779,"Gadstrup","Roskilde","8. Roskilde",0.0209606998,0.6694323421,134.2542787,0.897310513,1622920.5,629939,876718
2011,"265016",1690,1560,0.2012820513,0.0948717949,0.058974359,0.3288461538,"Gadstrup","Roskilde","8. Roskilde",0.0209606998,0.6694323421,137.1512309,0.887456038,1622920.5,629939,876718
2015,"265016",1718,1571,0.2628898791,0.040101846,0.0286441757,0.2183322724,"Gadstrup","Roskilde","8. Roskilde",0.0209606998,0.6694323421,137.1512309,0.887456038,1622920.5,629939,876718
2005,"265017",3051,2725,0.2524770642,0.0888073394,0.095412844,0.3405504587,"Viby","Roskilde","8. Roskilde",0.0238966383,0.6391493082,116.3498542,0.651895044,1325021.25,546871.1875,809385
2007,"265017",3171,2907,0.2679738562,0.0488476092,0.0976952184,0.3109735122,"Viby","Roskilde","8. Roskilde",0.0238966383,0.6391493082,116.3498542,0.651895044,1325021.25,546871.1875,809385
2011,"265017",3185,2948,0.249660787,0.0895522388,0.0461329715,0.2981682497,"Viby","Roskilde","8. Roskilde",0.0238966383,0.6391493082,117.9890411,0.630136986,1325021.25,546871.1875,809385
2015,"265017",3257,2910,0.2883161512,0.0395189003,0.0278350515,0.2099656357,"Viby","Roskilde","8. Roskilde",0.0238966383,0.6391493082,117.9890411,0.630136986,1325021.25,546871.1875,809385
2005,"265018",864,781,0.1971830986,0.0729833547,0.066581306,0.4122919334,"Snoldelev","Roskilde","8. Roskilde",0.0224576276,0.6872881651,136.5238095,0.89047619,1769900.25,674474,903105
2007,"265018",828,757,0.1889035667,0.0422721268,0.0951122853,0.3328929987,"Snoldelev","Roskilde","8. Roskilde",0.0224576276,0.6872881651,136.5238095,0.89047619,1769900.25,674474,903105
2011,"265018",837,766,0.1644908616,0.0796344648,0.0378590078,0.3420365535,"Snoldelev","Roskilde","8. Roskilde",0.0224576276,0.6872881651,140.215311,0.892601432,1769900.25,674474,903105
2015,"265018",842,762,0.2007874016,0.0262467192,0.0209973753,0.2585301837,"Snoldelev","Roskilde","8. Roskilde",0.0224576276,0.6872881651,140.215311,0.892601432,1769900.25,674474,903105
2005,"265020",1178,1087,0.2152713891,0.0873965041,0.0772769089,0.3827046918,"Dåstrup","Roskilde","8. Roskilde",0.0201928876,0.7022302747,139.3867121,0.95911414,1723879,662133.75,883277
2007,"265020",1156,1089,0.204775023,0.0477502296,0.1046831956,0.3544536272,"Dåstrup","Roskilde","8. Roskilde",0.0201928876,0.7022302747,139.3867121,0.95911414,1723879,662133.75,883277
2011,"265020",1174,1106,0.2070524412,0.0940325497,0.0452079566,0.3191681736,"Dåstrup","Roskilde","8. Roskilde",0.0201928876,0.7022302747,142.7311644,0.952054795,1723879,662133.75,883277
2015,"265020",1212,1118,0.2423971377,0.0518783542,0.0286225403,0.2361359571,"Dåstrup","Roskilde","8. Roskilde",0.0201928876,0.7022302747,142.7311644,0.952054795,1723879,662133.75,883277
2005,"265021",1880.27,1675.57,0.172818802,0.1321520438,0.1303138633,0.3114164135,"Trekroner","Roskilde","8. Roskilde",0.0302205663,0.7674018741,103.7608047,0.518646062,509815.59375,413815.6875,742882
2007,"265021",1669,1469,0.182437032,0.1198093941,0.0959836624,0.1769911504,"Trekroner","Roskilde","8. Roskilde",0.0302205663,0.7674018741,103.9750786,0.520036331,509815.59375,413815.6875,742882
2011,"265021",1993,1811,0.1606847046,0.200993926,0.057426836,0.1717283269,"Trekroner","Roskilde","8. Roskilde",0.0302205663,0.7674018741,75.5649902,0.276221498,509815.59375,413815.6875,742882
2015,"265021",2716,2376,0.1982323232,0.1127946128,0.0315656566,0.1292087542,"Trekroner","Roskilde","8. Roskilde",0.0302205663,0.7674018741,75.5649902,0.276221498,509815.59375,413815.6875,742882
2005,"269001",3105.2,2743.69,0.2234399659,0.0781611625,0.0952294173,0.3407199793,"Havdrup","Solrød","7. Greve",0.0307455696,0.6515299678,119.9899306,0.726488862,1191968.875,564519.875,877535.625
2007,"269001",3148.39,2854.17,0.2173346367,0.0363222933,0.095929815,0.3288801998,"Havdrup","Solrød","7. Greve",0.0307455696,0.6515299678,119.9899306,0.726488862,1191968.875,564519.875,877535.625
2011,"269001",3242,2941,0.2009520571,0.0765045903,0.0591635498,0.3080584835,"Havdrup","Solrød","7. Greve",0.0307455696,0.6515299678,121.2736461,0.71051897,1191968.875,564519.875,877535.625
2015,"269001",3292,2931,0.242238144,0.0272944388,0.0382122143,0.2146025247,"Havdrup","Solrød","7. Greve",0.0307455696,0.6515299678,121.2226763,0.710129268,1191968.875,564519.875,877535.625
2005,"269004",4811,4218,0.1725936463,0.070649597,0.1007586534,0.4155998103,"Det Nordlige Strandområde","Solrød","7. Greve",0.0254095867,0.6612560749,122.5766069,0.785500747,1761899.375,617328.5625,10173129
2007,"269004",4728,4269,0.176153666,0.0377137503,0.1054111033,0.3989224643,"Det Nordlige Strandområde","Solrød","7. Greve",0.0254095867,0.6612560749,122.5766069,0.785500747,1761899.375,617328.5625,10173129
2011,"269004",4799,4447,0.1650550933,0.0746570722,0.0670114684,0.3804812233,"Det Nordlige Strandområde","Solrød","7. Greve",0.0254095867,0.6612560749,124.3747688,0.769457765,1761899.375,617328.5625,10173129
2015,"269004",5106,4619,0.2186620481,0.0368045031,0.0320415674,0.2678068846,"Det Nordlige Strandområde","Solrød","7. Greve",0.0254095867,0.6612560749,124.3747688,0.769457765,1761899.375,617328.5625,10173129
2005,"269005",7106.8,6147.31,0.1883669442,0.0679240188,0.1065051218,0.388652923,"Det Sydlige Strandområde","Solrød","7. Greve",0.0255980119,0.6582750082,112.748844,0.666514554,1357201.25,581382.875,9190962
2007,"269005",7036.61,6273.83,0.1982345712,0.0371909982,0.1079404447,0.3717537772,"Det Sydlige Strandområde","Solrød","7. Greve",0.0255980119,0.6582750082,112.748844,0.666514554,1357201.25,581382.875,9190962
2011,"269005",7105,6492,0.1902341343,0.0762476895,0.0582255083,0.3479667283,"Det Sydlige Strandområde","Solrød","7. Greve",0.0255980119,0.6582750082,114.3220532,0.65936113,1357201.25,581382.875,9190962
2015,"269005",7260,6501,0.2251961237,0.0396862021,0.0313797877,0.2501153669,"Det Sydlige Strandområde","Solrød","7. Greve",0.0255980119,0.6582750082,114.3520145,0.65958885,1357201.25,581382.875,9190962
2005,"270001",3690,3099,0.1752178122,0.074862859,0.0684091642,0.3652791223,"Blistrup","Gribskov","3. Hillerød",0.0331627205,0.5384943485,107.3748797,0.846487007,1348415.25,494259.5625,718184
2007,"270001",3632,3136,0.1865433673,0.0420918367,0.0778061224,0.3137755102,"Blistrup","Gribskov","3. Hillerød",0.0331627205,0.5384943485,107.3748797,0.846487007,1348415.25,494259.5625,718184
2011,"270001",3665,3285,0.1607305936,0.0724505327,0.0304414003,0.3829528158,"Blistrup","Gribskov","3. Hillerød",0.0331627205,0.5384943485,111.375,0.849829352,1348415.25,494259.5625,718184
2015,"270001",3663,3170,0.2034700315,0.0214511041,0.0211356467,0.2151419558,"Blistrup","Gribskov","3. Hillerød",0.0331627205,0.5384943485,111.375,0.849829352,1348415.25,494259.5625,718184
2005,"270002",2448,2071,0.1834862385,0.107194592,0.0733944954,0.3128923225,"Esbønderup","Gribskov","3. Hillerød",0.0309006218,0.5863354206,113.0052395,0.82260479,1581544.75,555792.625,785685
2007,"270002",2385,2055,0.1946472019,0.0681265207,0.0827250608,0.297323601,"Esbønderup","Gribskov","3. Hillerød",0.0309006218,0.5863354206,113.0052395,0.82260479,1581544.75,555792.625,785685
2011,"270002",2439,2143,0.1838544097,0.0998600093,0.040130658,0.3275781615,"Esbønderup","Gribskov","3. Hillerød",0.0309006218,0.5863354206,116.5052161,0.804008909,1581544.75,555792.625,785685
2015,"270002",2440,2117,0.2059518186,0.0434577232,0.0245630609,0.1880018895,"Esbønderup","Gribskov","3. Hillerød",0.0309006218,0.5863354206,116.5052161,0.804008909,1581544.75,555792.625,785685
2005,"270003",403,358,0.1368715084,0.0837988827,0.1229050279,0.405027933,"Valby","Gribskov","3. Hillerød",0.0169340465,0.684491992,,0.898395722,2772921,787145.875,1045846
2007,"270003",386,366,0.1202185792,0.0464480874,0.1475409836,0.3415300546,"Valby","Gribskov","3. Hillerød",0.0169340465,0.684491992,,0.898395722,2772921,787145.875,1045846
2011,"270003",411,387,0.1266149871,0.0904392765,0.0439276486,0.4263565891,"Valby","Gribskov","3. Hillerød",0.0169340465,0.684491992,147.0320856,0.860962567,2772921,787145.875,1045846
2015,"270003",418,380,0.1526315789,0.0236842105,0.0394736842,0.2526315789,"Valby","Gribskov","3. Hillerød",0.0169340465,0.684491992,147.0320856,0.860962567,2772921,787145.875,1045846
2005,"270004",3485,2918,0.1895133653,0.0846470185,0.0575736806,0.3526387937,"Græsted","Gribskov","3. Hillerød",0.0337461308,0.6026831865,114.1171706,0.749460043,1284999.875,538344.0625,7799985
2007,"270004",3492,3017,0.1939012264,0.0467351674,0.0835266821,0.3228372556,"Græsted","Gribskov","3. Hillerød",0.0337461308,0.6026831865,114.1171706,0.749460043,1284999.875,538344.0625,7799985
2011,"270004",3641,3177,0.169656909,0.0714510545,0.0242367013,0.4224110796,"Græsted","Gribskov","3. Hillerød",0.0337461308,0.6026831865,115.673668,0.716971545,1284999.875,538344.0625,7799985
2015,"270004",3698,3153,0.1858547415,0.032667301,0.025372661,0.2318426895,"Græsted","Gribskov","3. Hillerød",0.0337461308,0.6026831865,115.673668,0.716971545,1284999.875,538344.0625,7799985
2005,"270005",1707,1540,0.1545454545,0.1025974026,0.111038961,0.4201298701,"Annisse","Gribskov","3. Hillerød",0.0213100035,0.6491700411,141.7463026,0.882821388,2001740.5,696566.8125,940610
2007,"270005",1670,1521,0.1808021039,0.0631163708,0.1387245233,0.3570019724,"Annisse","Gribskov","3. Hillerød",0.0213100035,0.6491700411,141.7463026,0.882821388,2001740.5,696566.8125,940610
2011,"270005",1634,1506,0.1620185923,0.1029216467,0.0471447543,0.4269588313,"Annisse","Gribskov","3. Hillerød",0.0213100035,0.6491700411,143.2760596,0.877714286,2001740.5,696566.8125,940610
2015,"270005",1673,1528,0.2002617801,0.0464659686,0.0359947644,0.2630890052,"Annisse","Gribskov","3. Hillerød",0.0213100035,0.6491700411,143.2760596,0.877714286,2001740.5,696566.8125,940610
2005,"270006",4884,4066,0.1785538613,0.0860796852,0.0890309887,0.3595671422,"Gilleleje","Gribskov","3. Hillerød",0.0249467604,0.557803452,111.9951293,0.738104159,1774680,523335.875,779066
2007,"270006",4941,4325,0.1988439306,0.0492485549,0.1058959538,0.3142196532,"Gilleleje","Gribskov","3. Hillerød",0.0249467604,0.557803452,111.9951293,0.738104159,1774680,523335.875,779066
2011,"270006",5140,4585,0.1770992366,0.0745910578,0.0423118866,0.3882224646,"Gilleleje","Gribskov","3. Hillerød",0.0249467604,0.557803452,115.3487557,0.713644214,1774680,523335.875,779066
2015,"270006",5163,4569,0.1958853141,0.0302035456,0.0326110746,0.2271831911,"Gilleleje","Gribskov","3. Hillerød",0.0249467604,0.557803452,115.3487557,0.713644214,1774680,523335.875,779066
2005,"270007",1238,1047,0.1461318052,0.0850047755,0.0811843362,0.3753581662,"Søborg","Gribskov","3. Hillerød",0.0229007639,0.5884224176,121.155624,0.842835131,1912442.875,567808.375,780553
2007,"270007",1230,1082,0.174676525,0.0526802218,0.0822550832,0.3243992606,"Søborg","Gribskov","3. Hillerød",0.0229007639,0.5884224176,121.155624,0.842835131,1912442.875,567808.375,780553
2011,"270007",1166,1046,0.1491395793,0.0946462715,0.0353728489,0.3824091778,"Søborg","Gribskov","3. Hillerød",0.0229007639,0.5884224176,123.0078125,0.851794072,1912442.875,567808.375,780553
2015,"270007",1237,1055,0.1696682464,0.0331753555,0.0341232227,0.2180094787,"Søborg","Gribskov","3. Hillerød",0.0229007639,0.5884224176,123.0078125,0.851794072,1912442.875,567808.375,780553
2005,"270008",5575,4679,0.1889292584,0.092968583,0.0771532379,0.38106433,"Helsinge","Gribskov","3. Hillerød",0.0282436013,0.5919808149,112.5392428,0.657125269,1420607.875,508271.8125,771605
2007,"270008",5709,4936,0.2149513776,0.051458671,0.0950162075,0.3166531605,"Helsinge","Gribskov","3. Hillerød",0.0282436013,0.5919808149,112.5392428,0.657125269,1420607.875,508271.8125,771605
2011,"270008",5671,4975,0.2038190955,0.0804020101,0.047839196,0.3742713568,"Helsinge","Gribskov","3. Hillerød",0.0282436013,0.5919808149,112.734766,0.639599882,1420607.875,508271.8125,771605
2015,"270008",5811,4964,0.2373086221,0.0340451249,0.0275987107,0.230459307,"Helsinge","Gribskov","3. Hillerød",0.0282436013,0.5919808149,112.734766,0.639599882,1420607.875,508271.8125,771605
2005,"270009",773,675,0.162962963,0.1125925926,0.0844444444,0.3659259259,"Mårum","Gribskov","3. Hillerød",0.0227492731,0.659244895,,0.847938144,2025257.875,664173.375,894166
2007,"270009",758,693,0.1774891775,0.062049062,0.1096681097,0.3059163059,"Mårum","Gribskov","3. Hillerød",0.0227492731,0.659244895,,0.847938144,2025257.875,664173.375,894166
2011,"270009",759,703,0.1593172119,0.106685633,0.0412517781,0.3655761024,"Mårum","Gribskov","3. Hillerød",0.0227492731,0.659244895,138.9046392,0.848717949,2025257.875,664173.375,894166
2015,"270009",801,710,0.185915493,0.0676056338,0.0394366197,0.185915493,"Mårum","Gribskov","3. Hillerød",0.0227492731,0.659244895,138.9046392,0.848717949,2025257.875,664173.375,894166
2005,"270010",2114,1839,0.1609570419,0.1076672104,0.088091354,0.3828167482,"Ramløse","Gribskov","3. Hillerød",0.024771221,0.6516250968,133.8961646,0.866230122,1779639.75,634655.8125,870468
2007,"270010",2170,1963,0.1940906775,0.0708099847,0.0983188996,0.3352012226,"Ramløse","Gribskov","3. Hillerød",0.024771221,0.6516250968,133.8961646,0.866230122,1779639.75,634655.8125,870468
2011,"270010",2270,2073,0.1558128316,0.1080559575,0.0371442354,0.3791606368,"Ramløse","Gribskov","3. Hillerød",0.024771221,0.6516250968,135.4991468,0.858723404,1779639.75,634655.8125,870468
2015,"270010",2320,2061,0.1877729258,0.0422125182,0.0276564774,0.2285298399,"Ramløse","Gribskov","3. Hillerød",0.024771221,0.6516250968,135.4991468,0.858723404,1779639.75,634655.8125,870468
2005,"270011",2211,1924,0.1907484407,0.0831600832,0.0727650728,0.3295218295,"Vejby","Gribskov","3. Hillerød",0.0283663701,0.574162662,111.6174056,0.822660099,1627219.875,518611.03125,763020
2007,"270011",2190,1943,0.2038085435,0.0509521359,0.0864642306,0.289243438,"Vejby","Gribskov","3. Hillerød",0.0283663701,0.574162662,111.6174056,0.822660099,1627219.875,518611.03125,763020
2011,"270011",2245,2019,0.1911837543,0.0792471521,0.0475482912,0.3145121347,"Vejby","Gribskov","3. Hillerød",0.0283663701,0.574162662,112.8314696,0.806220096,1627219.875,518611.03125,763020
2015,"270011",2301,2042,0.208129285,0.027424094,0.0337904016,0.1870714985,"Vejby","Gribskov","3. Hillerød",0.0283663701,0.574162662,112.8314696,0.806220096,1627219.875,518611.03125,763020
2005,"270012",1523,1345,0.1576208178,0.1657992565,0.0773234201,0.2914498141,"Tibirke","Gribskov","3. Hillerød",0.0257201642,0.560185194,109.5235426,0.847533632,2086623.5,516021.90625,782406
2007,"270012",1494,1343,0.1988086374,0.1042442293,0.0893521966,0.2405063291,"Tibirke","Gribskov","3. Hillerød",0.0257201642,0.560185194,109.5235426,0.847533632,2086623.5,516021.90625,782406
2011,"270012",1514,1404,0.1723646724,0.1552706553,0.0491452991,0.2514245014,"Tibirke","Gribskov","3. Hillerød",0.0257201642,0.560185194,112.0163934,0.844056707,2086623.5,516021.90625,782406
2015,"270012",1536,1400,0.2242857143,0.0714285714,0.0335714286,0.1614285714,"Tibirke","Gribskov","3. Hillerød",0.0257201642,0.560185194,112.0163934,0.844056707,2086623.5,516021.90625,782406
2005,"306001",2974,2536,0.2393533123,0.0839905363,0.0970031546,0.3154574132,"Asnæs","Odsherred","10. Kalundborg",0.0333001986,0.5014910698,113.0273893,0.663752914,841608.75,428066.84375,6533245
2007,"306001",3100,2700,0.222962963,0.0459259259,0.0903703704,0.2803703704,"Asnæs","Odsherred","10. Kalundborg",0.0333001986,0.5014910698,113.0273893,0.663752914,841608.75,428066.84375,6533245
2011,"306001",3111,2692,0.2529717682,0.0761515602,0.0430906389,0.2659732541,"Asnæs","Odsherred","10. Kalundborg",0.0333001986,0.5014910698,113.3957784,0.609415416,841608.75,428066.84375,6533245
2015,"306001",3146,2679,0.2814483016,0.0227696902,0.0328480776,0.2041806644,"Asnæs","Odsherred","10. Kalundborg",0.0333001986,0.5014910698,113.3957784,0.609415416,841608.75,428066.84375,6533245
2005,"306002",2971,2483,0.2597664116,0.0761175997,0.0757148611,0.3105114781,"Fårevejle","Odsherred","10. Kalundborg",0.0387755111,0.5147958994,114.2895846,0.754966887,961867.375,447687.75,656381
2007,"306002",2942,2502,0.2529976019,0.0355715428,0.0695443645,0.274980016,"Fårevejle","Odsherred","10. Kalundborg",0.0387755111,0.5147958994,114.2895846,0.754966887,961867.375,447687.75,656381
2011,"306002",3031,2620,0.2438931298,0.0698473282,0.0305343511,0.2698473282,"Fårevejle","Odsherred","10. Kalundborg",0.0387755111,0.5147958994,115.2980713,0.736658933,961867.375,447687.75,656381
2015,"306002",2999,2543,0.2772316162,0.0279197798,0.0220212348,0.1828548958,"Fårevejle","Odsherred","10. Kalundborg",0.0387755111,0.5147958994,115.2980713,0.736658933,961867.375,447687.75,656381
2005,"306003",1935,1622,0.2509247842,0.0887792848,0.0721331689,0.3156596794,"Grevinge","Odsherred","10. Kalundborg",0.0384304225,0.5032362342,111.5794393,0.758878505,971263.0625,442718.84375,643730
2007,"306003",1962,1674,0.2299880526,0.0459976105,0.0513739546,0.2783751493,"Grevinge","Odsherred","10. Kalundborg",0.0384304225,0.5032362342,111.5794393,0.758878505,971263.0625,442718.84375,643730
2011,"306003",1957,1695,0.2436578171,0.0589970501,0.0194690265,0.2572271386,"Grevinge","Odsherred","10. Kalundborg",0.0384304225,0.5032362342,112.9911111,0.756398941,971263.0625,442718.84375,643730
2015,"306003",1982,1650,0.2727272727,0.0121212121,0.0242424242,0.1678787879,"Grevinge","Odsherred","10. Kalundborg",0.0384304225,0.5032362342,112.9911111,0.756398941,971263.0625,442718.84375,643730
2005,"306004",2579,2153,0.2401300511,0.075708314,0.070599164,0.330701347,"Hørve","Odsherred","10. Kalundborg",0.0440406986,0.5497093201,114.8987854,0.672064777,801825.8125,453846.78125,683249
2007,"306004",2585,2189,0.21836455,0.0447693011,0.0694380996,0.3024211969,"Hørve","Odsherred","10. Kalundborg",0.0440406986,0.5497093201,114.8987854,0.672064777,801825.8125,453846.78125,683249
2011,"306004",2541,2176,0.2412683824,0.0684742647,0.0340073529,0.2794117647,"Hørve","Odsherred","10. Kalundborg",0.0440406986,0.5497093201,117.0408847,0.656270737,801825.8125,453846.78125,683249
2015,"306004",2549,2168,0.2569188192,0.0290590406,0.0244464945,0.2006457565,"Hørve","Odsherred","10. Kalundborg",0.0440406986,0.5497093201,117.0408847,0.656270737,801825.8125,453846.78125,683249
2005,"306005",1104,926,0.2688984881,0.06587473,0.0615550756,0.2861771058,"Odden","Odsherred","10. Kalundborg",0.02489019,0.4172767103,105.1980983,0.722662441,1002874.1875,397940.5,587647
2007,"306005",1080,940,0.2340425532,0.029787234,0.0510638298,0.2585106383,"Odden","Odsherred","10. Kalundborg",0.02489019,0.4172767103,105.1980983,0.722662441,1002874.1875,397940.5,587647
2011,"306005",1126,988,0.2530364372,0.0546558704,0.0212550607,0.2469635628,"Odden","Odsherred","10. Kalundborg",0.02489019,0.4172767103,104.037594,0.70310192,1002874.1875,397940.5,587647
2015,"306005",1098,953,0.2938090241,0.0209863589,0.0146904512,0.1815320042,"Odden","Odsherred","10. Kalundborg",0.02489019,0.4172767103,104.037594,0.70310192,1002874.1875,397940.5,587647
2005,"306006",2345,1899,0.2222222222,0.0916271722,0.093733544,0.3291205898,"Vig","Odsherred","10. Kalundborg",0.0351377018,0.5017410517,113.9874816,0.657584683,953487.625,434478.4375,659858
2007,"306006",2435,2104,0.2210076046,0.0442015209,0.0746197719,0.3403041825,"Vig","Odsherred","10. Kalundborg",0.0351377018,0.5017410517,113.9874816,0.657584683,953487.625,434478.4375,659858
2011,"306006",2431,2088,0.2332375479,0.0598659004,0.0435823755,0.3031609195,"Vig","Odsherred","10. Kalundborg",0.0351377018,0.5017410517,115.7620042,0.643003413,953487.625,434478.4375,659858
2015,"306006",2507,2126,0.2610536218,0.0268109125,0.0230479774,0.2196613358,"Vig","Odsherred","10. Kalundborg",0.0351377018,0.5017410517,115.7620042,0.643003413,953487.625,434478.4375,659858
2005,"306007",4791,3916,0.3204800817,0.0684371808,0.0896322778,0.2545965271,"Nykøbing","Odsherred","10. Kalundborg",0.0296084825,0.4559543133,96.4811784,0.542062193,750115.0625,382894.84375,589691
2007,"306007",4890,4100,0.3112195122,0.0414634146,0.0685365854,0.2392682927,"Nykøbing","Odsherred","10. Kalundborg",0.0296084825,0.4559543133,96.4811784,0.542062193,750115.0625,382894.84375,589691
2011,"306007",4836,4137,0.2939328015,0.067198453,0.036016437,0.2414793328,"Nykøbing","Odsherred","10. Kalundborg",0.0296084825,0.4559543133,98.81064902,0.532101472,750115.0625,382894.84375,589691
2015,"306007",4949,4143,0.3268163167,0.0270335506,0.0284817765,0.1660632392,"Nykøbing","Odsherred","10. Kalundborg",0.0296084825,0.4559543133,98.81064902,0.532101472,750115.0625,382894.84375,589691
2005,"306008",1281,1124,0.2072953737,0.0996441281,0.0871886121,0.3140569395,"Rørvig","Odsherred","10. Kalundborg",0.0214331411,0.4158669114,111.13723,0.684879288,1562188.25,417307.625,622003
2007,"306008",1330,1199,0.2185154295,0.0483736447,0.0834028357,0.2894078399,"Rørvig","Odsherred","10. Kalundborg",0.0214331411,0.4158669114,111.13723,0.684879288,1562188.25,417307.625,622003
2011,"306008",1319,1203,0.2078137988,0.1005818786,0.0548628429,0.2751454697,"Rørvig","Odsherred","10. Kalundborg",0.0214331411,0.4158669114,113.7916153,0.689106487,1562188.25,417307.625,622003
