type;area;Q3_09;Q3_10;Q3_11
Ejerlejlighed;3740 Svaneke;..;..;..
Ejerlejlighed;3751 Østermarie;..;..;..
Ejerlejlighed;3760 Gudhjem;..;..;..
Ejerlejlighed;3770 Allinge;..;13821;..
Ejerlejlighed;3782 Klemensker;..;..;..
Ejerlejlighed;3790 Hasle;..;..;..
Ejerlejlighed;4000 Roskilde;15896;17692;17066
Ejerlejlighed;4030 Tune;..;..;..
Ejerlejlighed;4040 Jyllinge;..;..;..
Ejerlejlighed;4050 Skibby;..;..;..
Ejerlejlighed;4060 Kirke Såby;..;..;..
Ejerlejlighed;4070 Kirke Hyllinge;..;..;..
Ejerlejlighed;4100 Ringsted;..;10248;9388
Ejerlejlighed;4130 Viby Sjælland;..;..;..
Ejerlejlighed;4140 Borup;..;..;..
Ejerlejlighed;4160 Herlufmagle;..;..;..
Ejerlejlighed;4171 Glumsø;..;..;..
Ejerlejlighed;4173 Fjenneslev;..;..;..
Ejerlejlighed;4174 Jystrup Midtsj;..;..;..
Ejerlejlighed;4180 Sorø;..;..;..
Ejerlejlighed;4190 Munke Bjergby;..;..;..
Ejerlejlighed;4200 Slagelse;10382;11148;10006
Ejerlejlighed;4220 Korsør;7352;8530;11093
Ejerlejlighed;4230 Skælskør;..;..;..
Ejerlejlighed;4241 Vemmelev;..;..;..
Ejerlejlighed;4242 Boeslunde;..;..;..
Ejerlejlighed;4243 Rude;..;..;..
Ejerlejlighed;4250 Fuglebjerg;..;..;..
Ejerlejlighed;4261 Dalmose;..;..;..
Ejerlejlighed;4262 Sandved;..;..;..
Ejerlejlighed;4270 Høng;..;..;..
Ejerlejlighed;4281 Gørlev;..;..;..
Ejerlejlighed;4291 Ruds Vedby;..;..;..
Ejerlejlighed;4293 Dianalund;..;..;..
Ejerlejlighed;4295 Stenlille;..;..;..
Ejerlejlighed;4296 Nyrup;..;..;..
Ejerlejlighed;4300 Holbæk;..;14878;18386
Ejerlejlighed;4320 Lejre;..;..;..
Ejerlejlighed;4330 Hvalsø;..;..;..
Ejerlejlighed;4340 Tølløse;..;..;..
Ejerlejlighed;4350 Ugerløse;..;..;..
Ejerlejlighed;4360 Kirke Eskilstrup;..;..;..
Ejerlejlighed;4370 Store Merløse;..;..;..
Ejerlejlighed;4390 Vipperød;..;..;..
Ejerlejlighed;4400 Kalundborg;..;11704;..
Ejerlejlighed;4420 Regstrup;..;..;..
Ejerlejlighed;4440 Mørkøv;..;..;..
Ejerlejlighed;4450 Jyderup;..;..;..
Ejerlejlighed;4460 Snertinge;..;..;..
Ejerlejlighed;4470 Svebølle;..;..;..
Ejerlejlighed;4480 Store Fuglede;..;..;..
Ejerlejlighed;4490 Jerslev Sjælland;..;..;..
Ejerlejlighed;4500 Nykøbing Sj;..;..;..
Ejerlejlighed;4520 Svinninge;..;..;..
Ejerlejlighed;4532 Gislinge;..;..;..
Ejerlejlighed;4534 Hørve;..;..;..
Ejerlejlighed;4540 Fårevejle;..;..;..
Ejerlejlighed;4550 Asnæs;..;..;..
Ejerlejlighed;4560 Vig;..;..;..
Ejerlejlighed;4571 Grevinge;..;..;..
Ejerlejlighed;4572 Nørre Asmindrup;..;..;..
Ejerlejlighed;4573 Højby;..;..;..
Ejerlejlighed;4581 Rørvig;..;..;..
Ejerlejlighed;4583 Sjællands Odde;..;..;..
Ejerlejlighed;4591 Føllenslev;..;..;..
Ejerlejlighed;4592 Sejerø;..;..;..
Ejerlejlighed;4593 Eskebjerg;..;..;..
Ejerlejlighed;4600 Køge;18976;17312;15934
Ejerlejlighed;4621 Gadstrup;..;..;..
Ejerlejlighed;4622 Havdrup;..;..;..
Ejerlejlighed;4623 Lille Skensved;..;..;..
Ejerlejlighed;4632 Bjæverskov;..;..;..
Ejerlejlighed;4640 Faxe;..;..;..
Ejerlejlighed;4652 Hårlev;..;..;..
Ejerlejlighed;4653 Karise;..;..;..
Ejerlejlighed;4654 Faxe Ladeplads;..;..;..
Ejerlejlighed;4660 Store Heddinge;..;..;..
Ejerlejlighed;4671 Strøby;..;..;..
Ejerlejlighed;4672 Klippinge;..;..;..
Ejerlejlighed;4673 Rødvig Stevns;..;..;..
Ejerlejlighed;4681 Herfølge;..;..;..
Ejerlejlighed;4682 Tureby;..;..;..
Ejerlejlighed;4683 Rønnede;..;..;..
Ejerlejlighed;4684 Holmegaard;..;..;..
Ejerlejlighed;4690 Haslev;..;..;..
Ejerlejlighed;4700 Næstved;11167;11244;9654
Ejerlejlighed;4720 Præstø;..;..;..
Ejerlejlighed;4733 Tappernøje;..;..;..
Ejerlejlighed;4735 Mern;..;..;..
Ejerlejlighed;4736 Karrebæksminde;..;..;..
Ejerlejlighed;4750 Lundby;..;..;..
Ejerlejlighed;4760 Vordingborg;14251;..;..
Ejerlejlighed;4771 Kalvehave;..;..;..
Ejerlejlighed;4772 Langebæk;..;..;..
Ejerlejlighed;4773 Stensved;..;..;..
Ejerlejlighed;4780 Stege;..;..;..
Ejerlejlighed;4791 Borre;..;..;..
Ejerlejlighed;4792 Askeby;..;..;..
Ejerlejlighed;4793 Bogø By;..;..;..
Ejerlejlighed;4800 Nykøbing F;11355;..;..
Ejerlejlighed;4840 Nørre Alslev;..;..;..
Ejerlejlighed;4850 Stubbekøbing;..;..;..
Ejerlejlighed;4862 Guldborg;..;..;..
Ejerlejlighed;4863 Eskilstrup;..;..;..
Ejerlejlighed;4871 Horbelev;..;..;..
Ejerlejlighed;4872 Idestrup;..;..;..
Ejerlejlighed;4873 Væggerløse;..;..;..
Ejerlejlighed;4874 Gedser;..;..;..
Ejerlejlighed;4880 Nysted;..;..;..
Ejerlejlighed;4891 Toreby L;..;..;..
Ejerlejlighed;4892 Kettinge;..;..;..
Ejerlejlighed;4894 Øster Ulslev;..;..;..
Ejerlejlighed;4895 Errindlev;..;..;..
Ejerlejlighed;4900 Nakskov;..;..;..
Ejerlejlighed;4912 Harpelunde;..;..;..
Ejerlejlighed;4913 Horslunde;..;..;..
Ejerlejlighed;4920 Søllested;..;..;..
Ejerlejlighed;4930 Maribo;..;..;..
Ejerlejlighed;4941 Bandholm;..;..;..
Ejerlejlighed;4943 Torrig L;..;..;..
Ejerlejlighed;4944 Fejø;..;..;..
Ejerlejlighed;4951 Nørreballe;..;..;..
Ejerlejlighed;4952 Stokkemarke;..;..;..
Ejerlejlighed;4953 Vesterborg;..;..;..
Ejerlejlighed;4960 Holeby;..;..;..
Ejerlejlighed;4970 Rødby;..;..;..
Ejerlejlighed;4983 Dannemare;..;..;..
Ejerlejlighed;4990 Sakskøbing;..;..;..
Ejerlejlighed;5000 Odense C;14569;15084;13982
Ejerlejlighed;5200 Odense V;..;..;..
Ejerlejlighed;5210 Odense NV;..;..;..
Ejerlejlighed;5220 Odense SØ;..;..;..
Ejerlejlighed;5230 Odense M;15734;16146;..
Ejerlejlighed;5240 Odense NØ;..;..;..
Ejerlejlighed;5250 Odense SV;..;10469;9353
Ejerlejlighed;5260 Odense S;..;..;..
Ejerlejlighed;5270 Odense N;8742;..;..
Ejerlejlighed;5290 Marslev;..;..;..
Ejerlejlighed;5300 Kerteminde;..;..;..
Ejerlejlighed;5320 Agedrup;..;..;..
Ejerlejlighed;5330 Munkebo;..;..;..
Ejerlejlighed;5350 Rynkeby;..;..;..
Ejerlejlighed;5370 Mesinge;..;..;..
Ejerlejlighed;5380 Dalby;..;..;..
Ejerlejlighed;5390 Martofte;..;..;..
Ejerlejlighed;5400 Bogense;18377;..;..
Ejerlejlighed;5450 Otterup;..;..;..
Ejerlejlighed;5462 Morud;..;..;..
Ejerlejlighed;5463 Harndrup;..;..;..
Ejerlejlighed;5464 Brenderup Fyn;..;..;..
Ejerlejlighed;5466 Asperup;..;..;..
Ejerlejlighed;5471 Søndersø;..;..;..
Ejerlejlighed;5474 Veflinge;..;..;..
Ejerlejlighed;5485 Skamby;..;..;..
Ejerlejlighed;5491 Blommenslyst;..;..;..
Ejerlejlighed;5492 Vissenbjerg;..;..;..
Ejerlejlighed;5500 Middelfart;..;..;..
Ejerlejlighed;5540 Ullerslev;..;..;..
Ejerlejlighed;5550 Langeskov;..;..;..
Ejerlejlighed;5560 Aarup;..;..;..
Ejerlejlighed;5580 Nørre Aaby;..;..;..
Ejerlejlighed;5591 Gelsted;..;..;..
Ejerlejlighed;5592 Ejby;..;..;..
Ejerlejlighed;5600 Faaborg;..;11126;..
Ejerlejlighed;5610 Assens;..;..;..
Ejerlejlighed;5620 Glamsbjerg;..;..;..
Ejerlejlighed;5631 Ebberup;..;..;..
Ejerlejlighed;5642 Millinge;..;..;..
Ejerlejlighed;5672 Broby;..;..;..
Ejerlejlighed;5683 Haarby;..;..;..
Ejerlejlighed;5690 Tommerup;..;..;..
Ejerlejlighed;5700 Svendborg;15852;..;12533
Ejerlejlighed;5750 Ringe;..;..;..
Ejerlejlighed;5762 Vester Skerninge;..;..;..
Ejerlejlighed;5771 Stenstrup;..;..;..
Ejerlejlighed;5772 Kværndrup;..;..;..
Ejerlejlighed;5792 Årslev;..;..;..
Ejerlejlighed;5800 Nyborg;..;..;..
Ejerlejlighed;5853 Ørbæk;..;..;..
Ejerlejlighed;5854 Gislev;..;..;..
Ejerlejlighed;5856 Ryslinge;..;..;..
Ejerlejlighed;5863 Ferritslev Fyn;..;..;..
Ejerlejlighed;5871 Frørup;..;..;..
Ejerlejlighed;5874 Hesselager;..;..;..
Ejerlejlighed;5881 Skårup Fyn;..;..;..
Ejerlejlighed;5882 Vejstrup;..;..;..
Ejerlejlighed;5883 Oure;..;..;..
Ejerlejlighed;5884 Gudme;..;..;..
Ejerlejlighed;5892 Gudbjerg Sydfyn;..;..;..
Ejerlejlighed;5900 Rudkøbing;..;..;..
Ejerlejlighed;5932 Humble;..;..;..
Ejerlejlighed;5935 Bagenkop;..;..;..
Ejerlejlighed;5953 Tranekær;..;..;..
Ejerlejlighed;5960 Marstal;..;..;..
Ejerlejlighed;5970 Ærøskøbing;..;..;..
Ejerlejlighed;5985 Søby Ærø;..;..;..
Ejerlejlighed;6000 Kolding;14231;14584;12340
Ejerlejlighed;6040 Egtved;..;..;..
Ejerlejlighed;6051 Almind;..;..;..
Ejerlejlighed;6052 Viuf;..;..;..
Ejerlejlighed;6064 Jordrup;..;..;..
Ejerlejlighed;6070 Christiansfeld;..;..;..
Ejerlejlighed;6091 Bjert;..;..;..
Ejerlejlighed;6092 Sønder Stenderup;..;..;..
Ejerlejlighed;6093 Sjølund;..;..;..
Ejerlejlighed;6094 Hejls;..;..;..
Ejerlejlighed;6100 Haderslev;14117;11301;11435
Ejerlejlighed;6200 Aabenraa;..;..;13029
Ejerlejlighed;6230 Rødekro;..;..;..
Ejerlejlighed;6240 Løgumkloster;..;..;..
Ejerlejlighed;6261 Bredebro;..;..;..
Ejerlejlighed;6270 Tønder;..;..;..
Ejerlejlighed;6280 Højer;..;..;..
Ejerlejlighed;6300 Gråsten;..;..;..
Ejerlejlighed;6310 Broager;..;..;..
Ejerlejlighed;6320 Egernsund;..;..;..
Ejerlejlighed;6330 Padborg;..;..;..
Ejerlejlighed;6340 Kruså;..;..;..
Ejerlejlighed;6360 Tinglev;..;..;..
Ejerlejlighed;6372 Bylderup-Bov;..;..;..
Ejerlejlighed;6392 Bolderslev;..;..;..
Ejerlejlighed;6400 Sønderborg;14587;13339;14359
Ejerlejlighed;6430 Nordborg;..;..;..
Ejerlejlighed;6440 Augustenborg;..;..;..
Ejerlejlighed;6470 Sydals;..;..;..
Ejerlejlighed;6500 Vojens;..;..;..
Ejerlejlighed;6510 Gram;..;..;..
Ejerlejlighed;6520 Toftlund;..;..;..
Ejerlejlighed;6534 Agerskov;..;..;..
Ejerlejlighed;6535 Branderup J;..;..;..
Ejerlejlighed;6541 Bevtoft;..;..;..
Ejerlejlighed;6560 Sommersted;..;..;..
Ejerlejlighed;6580 Vamdrup;..;..;..
Ejerlejlighed;6600 Vejen;..;..;..
Ejerlejlighed;6621 Gesten;..;..;..
Ejerlejlighed;6622 Bække;..;..;..
Ejerlejlighed;6623 Vorbasse;..;..;..
Ejerlejlighed;6630 Rødding;..;..;..
Ejerlejlighed;6640 Lunderskov;..;..;..
Ejerlejlighed;6650 Brørup;..;..;..
Ejerlejlighed;6660 Lintrup;..;..;..
Ejerlejlighed;6670 Holsted;..;..;..
Ejerlejlighed;6682 Hovborg;..;..;..
Ejerlejlighed;6683 Føvling;..;..;..
Ejerlejlighed;6690 Gørding;..;..;..
Ejerlejlighed;6700 Esbjerg;13124;11414;11790
Ejerlejlighed;6705 Esbjerg Ø;..;..;..
Ejerlejlighed;6710 Esbjerg V;..;..;..
Ejerlejlighed;6715 Esbjerg N;..;..;..
Ejerlejlighed;6720 Fanø;..;..;..
Ejerlejlighed;6731 Tjæreborg;..;..;..
Ejerlejlighed;6740 Bramming;..;..;..
Ejerlejlighed;6752 Glejbjerg;..;..;..
Ejerlejlighed;6753 Agerbæk;..;..;..
Ejerlejlighed;6760 Ribe;..;..;..
Ejerlejlighed;6771 Gredstedbro;..;..;..
Ejerlejlighed;6780 Skærbæk;..;..;..
Ejerlejlighed;6792 Rømø;..;..;..
Ejerlejlighed;6800 Varde;..;12625;..
Ejerlejlighed;6818 Årre;..;..;..
Ejerlejlighed;6823 Ansager;..;..;..
Ejerlejlighed;6830 Nørre Nebel;..;..;..
Ejerlejlighed;6840 Oksbøl;..;..;..
Ejerlejlighed;6851 Janderup Vestj;..;..;..
Ejerlejlighed;6852 Billum;..;..;..
Ejerlejlighed;6853 Vejers Strand;..;..;..
Ejerlejlighed;6854 Henne;..;..;..
Ejerlejlighed;6855 Outrup;..;..;..
Ejerlejlighed;6857 Blåvand;..;..;..
Ejerlejlighed;6862 Tistrup;..;..;..
Ejerlejlighed;6870 Ølgod;..;..;..
Ejerlejlighed;6880 Tarm;..;..;..
Ejerlejlighed;6893 Hemmet;..;..;..
Ejerlejlighed;6900 Skjern;..;..;..
Ejerlejlighed;6920 Videbæk;..;..;..
Ejerlejlighed;6933 Kibæk;..;..;..
Ejerlejlighed;6940 Lem St;..;..;..
Ejerlejlighed;6950 Ringkøbing;..;13259;..
Ejerlejlighed;6960 Hvide Sande;..;..;..
Ejerlejlighed;6971 Spjald;..;..;..
Ejerlejlighed;6973 Ørnhøj;..;..;..
Ejerlejlighed;6980 Tim;..;..;..
Ejerlejlighed;6990 Ulfborg;..;..;..
Ejerlejlighed;7000 Fredericia;10914;12876;..
Ejerlejlighed;7080 Børkop;..;..;..
Ejerlejlighed;7100 Vejle;15126;13068;13945
Ejerlejlighed;7120 Vejle Øst;..;..;..
Ejerlejlighed;7130 Juelsminde;..;..;..
Ejerlejlighed;7140 Stouby;..;..;..
Ejerlejlighed;7150 Barrit;..;..;..
Ejerlejlighed;7160 Tørring;..;..;..
Ejerlejlighed;7171 Uldum;..;..;..
Ejerlejlighed;7173 Vonge;..;..;..
Ejerlejlighed;7182 Bredsten;..;..;..
Ejerlejlighed;7183 Randbøl;..;..;..
Ejerlejlighed;7184 Vandel;..;..;..
Ejerlejlighed;7190 Billund;..;..;..
Ejerlejlighed;7200 Grindsted;..;..;..
Ejerlejlighed;7250 Hejnsvig;..;..;..
Ejerlejlighed;7260 Sønder Omme;..;..;..
Ejerlejlighed;7270 Stakroge;..;..;..
Ejerlejlighed;7280 Sønder Felding;..;..;..
Ejerlejlighed;7300 Jelling;..;..;..
Ejerlejlighed;7321 Gadbjerg;..;..;..
Ejerlejlighed;7323 Give;..;..;..
Ejerlejlighed;7330 Brande;..;..;..
Ejerlejlighed;7361 Ejstrupholm;..;..;..
Ejerlejlighed;7362 Hampen;..;..;..
Ejerlejlighed;7400 Herning;13536;12442;11318
Ejerlejlighed;7430 Ikast;..;10819;..
Ejerlejlighed;7441 Bording;..;..;..
Ejerlejlighed;7442 Engesvang;..;..;..
Ejerlejlighed;7451 Sunds;..;..;..
Ejerlejlighed;7470 Karup J;..;..;..
Ejerlejlighed;7480 Vildbjerg;..;..;..
Ejerlejlighed;7490 Aulum;..;..;..
Ejerlejlighed;7500 Holstebro;..;..;..
Ejerlejlighed;7540 Haderup;..;..;..
Ejerlejlighed;7550 Sørvad;..;..;..
Ejerlejlighed;7560 Hjerm;..;..;..
Ejerlejlighed;7570 Vemb;..;..;..
Ejerlejlighed;7600 Struer;..;..;..
Ejerlejlighed;7620 Lemvig;..;13550;..
Ejerlejlighed;7650 Bøvlingbjerg;..;..;..
Ejerlejlighed;7660 Bækmarksbro;..;..;..
Ejerlejlighed;7673 Harboøre;..;..;..
Ejerlejlighed;7680 Thyborøn;..;..;..
Ejerlejlighed;7700 Thisted;..;10841;8744
Ejerlejlighed;7730 Hanstholm;..;..;..
Ejerlejlighed;7741 Frøstrup;..;..;..
Ejerlejlighed;7742 Vesløs;..;..;..
Ejerlejlighed;7752 Snedsted;..;..;..
Ejerlejlighed;7755 Bedsted Thy;..;..;..
Ejerlejlighed;7760 Hurup Thy;..;..;..
Ejerlejlighed;7770 Vestervig;..;..;..
Ejerlejlighed;7790 Thyholm;..;..;..
Ejerlejlighed;7800 Skive;..;..;..
Ejerlejlighed;7830 Vinderup;..;..;..
Ejerlejlighed;7840 Højslev;..;..;..
Ejerlejlighed;7850 Stoholm Jyll;..;..;..
Ejerlejlighed;7860 Spøttrup;..;..;..
Ejerlejlighed;7870 Roslev;..;..;..
Ejerlejlighed;7884 Fur;..;..;..
Ejerlejlighed;7900 Nykøbing M;..;..;..
Ejerlejlighed;7950 Erslev;..;..;..
Ejerlejlighed;7960 Karby;..;..;..
Ejerlejlighed;7970 Redsted M;..;..;..
Ejerlejlighed;7980 Vils;..;..;..
Ejerlejlighed;7990 Øster Assels;..;..;..
Ejerlejlighed;8000 Århus C;23440;25267;25338
Ejerlejlighed;8200 Århus N;21964;24826;24006
Ejerlejlighed;8210 Århus V;19638;23668;..
Ejerlejlighed;8220 Brabrand;15517;16093;16655
Ejerlejlighed;8230 Åbyhøj;15981;17884;20065
Ejerlejlighed;8240 Risskov;17377;19389;21255
Ejerlejlighed;8250 Egå;..;16886;..
Ejerlejlighed;8260 Viby J;14462;16050;15185
Ejerlejlighed;8270 Højbjerg;15258;22590;19984
Ejerlejlighed;8300 Odder;..;14464;..
Ejerlejlighed;8305 Samsø;..;..;..
Ejerlejlighed;8310 Tranbjerg J;..;..;..
Ejerlejlighed;8320 Mårslet;..;..;..
Ejerlejlighed;8330 Beder;..;..;..
Ejerlejlighed;8340 Malling;..;..;..
Ejerlejlighed;8350 Hundslund;..;..;..
Ejerlejlighed;8355 Solbjerg;..;..;..
Ejerlejlighed;8361 Hasselager;..;..;..
Ejerlejlighed;8362 Hørning;..;..;..
Ejerlejlighed;8370 Hadsten;..;..;..
Ejerlejlighed;8380 Trige;..;..;..
Ejerlejlighed;8381 Tilst;..;..;..
Ejerlejlighed;8382 Hinnerup;..;..;..
Ejerlejlighed;8400 Ebeltoft;18404;..;16430
Ejerlejlighed;8410 Rønde;..;..;..
Ejerlejlighed;8420 Knebel;..;..;..
Ejerlejlighed;8444 Balle;..;..;..
Ejerlejlighed;8450 Hammel;..;..;..
Ejerlejlighed;8462 Harlev J;..;..;..
Ejerlejlighed;8464 Galten;..;..;..
Ejerlejlighed;8471 Sabro;..;..;..
Ejerlejlighed;8472 Sporup;..;..;..
Ejerlejlighed;8500 Grenaa;..;..;7602
Ejerlejlighed;8520 Lystrup;15685;15655;..
Ejerlejlighed;8530 Hjortshøj;..;..;..
Ejerlejlighed;8541 Skødstrup;15460;..;..
Ejerlejlighed;8543 Hornslet;..;..;..
Ejerlejlighed;8544 Mørke;..;..;..
Ejerlejlighed;8550 Ryomgård;..;..;..
Ejerlejlighed;8560 Kolind;..;..;..
Ejerlejlighed;8570 Trustrup;..;..;..
Ejerlejlighed;8581 Nimtofte;..;..;..
Ejerlejlighed;8585 Glesborg;..;..;..
Ejerlejlighed;8586 Ørum Djurs;..;..;..
Ejerlejlighed;8592 Anholt;..;..;..
Ejerlejlighed;8600 Silkeborg;18608;18850;16513
Ejerlejlighed;8620 Kjellerup;..;..;..
Ejerlejlighed;8632 Lemming;..;..;..
Ejerlejlighed;8641 Sorring;..;..;..
Ejerlejlighed;8643 Ans By;..;..;..
Ejerlejlighed;8653 Them;..;..;..
Ejerlejlighed;8654 Bryrup;..;..;..
Ejerlejlighed;8660 Skanderborg;13946;18544;15302
Ejerlejlighed;8670 Låsby;..;..;..
Ejerlejlighed;8680 Ry;..;..;..
Ejerlejlighed;8700 Horsens;13648;12021;11242
Ejerlejlighed;8721 Daugård;..;..;..
Ejerlejlighed;8722 Hedensted;..;..;..
Ejerlejlighed;8723 Løsning;..;..;..
Ejerlejlighed;8732 Hovedgård;..;..;..
Ejerlejlighed;8740 Brædstrup;..;..;..
Ejerlejlighed;8751 Gedved;..;..;..
Ejerlejlighed;8752 Østbirk;..;..;..
Ejerlejlighed;8762 Flemming;..;..;..
Ejerlejlighed;8763 Rask Mølle;..;..;..
Ejerlejlighed;8765 Klovborg;..;..;..
Ejerlejlighed;8766 Nørre Snede;..;..;..
Ejerlejlighed;8781 Stenderup;..;..;..
Ejerlejlighed;8783 Hornsyld;..;..;..
Ejerlejlighed;8800 Viborg;12466;11824;9439
Ejerlejlighed;8830 Tjele;..;..;..
Ejerlejlighed;8831 Løgstrup;..;..;..
Ejerlejlighed;8832 Skals;..;..;..
Ejerlejlighed;8840 Rødkærsbro;..;..;..
Ejerlejlighed;8850 Bjerringbro;..;..;..
Ejerlejlighed;8860 Ulstrup;..;..;..
Ejerlejlighed;8870 Langå;..;..;..
Ejerlejlighed;8881 Thorsø;..;..;..
Ejerlejlighed;8882 Fårvang;..;..;..
Ejerlejlighed;8883 Gjern;..;..;..
Ejerlejlighed;8900 Randers C;10554;11243;10618
Ejerlejlighed;8920 Randers NV;8355;8822;7760
Ejerlejlighed;8930 Randers NØ;8692;9591;8241
Ejerlejlighed;8940 Randers SV;..;9370;7877
Ejerlejlighed;8950 Ørsted;..;..;..
Ejerlejlighed;8960 Randers SØ;..;10735;9823
Ejerlejlighed;8961 Allingåbro;..;..;..
Ejerlejlighed;8963 Auning;..;..;..
Ejerlejlighed;8970 Havndal;..;..;..
Ejerlejlighed;8981 Spentrup;..;..;..
Ejerlejlighed;8983 Gjerlev J;..;..;..
Ejerlejlighed;8990 Fårup;..;..;..
Ejerlejlighed;9000 Aalborg;12962;13455;13050
Ejerlejlighed;9200 Aalborg SV;..;12867;..
Ejerlejlighed;9210 Aalborg SØ;..;9635;..
Ejerlejlighed;9220 Aalborg Øst;..;..;..
Ejerlejlighed;9230 Svenstrup J;..;..;..
Ejerlejlighed;9240 Nibe;..;..;..
Ejerlejlighed;9260 Gistrup;..;..;..
Ejerlejlighed;9270 Klarup;..;..;..
Ejerlejlighed;9280 Storvorde;..;..;..
Ejerlejlighed;9293 Kongerslev;..;..;..
Ejerlejlighed;9300 Sæby;..;..;..
Ejerlejlighed;9310 Vodskov;..;..;..
Ejerlejlighed;9320 Hjallerup;..;..;..
Ejerlejlighed;9330 Dronninglund;..;..;..
Ejerlejlighed;9340 Asaa;..;..;..
Ejerlejlighed;9352 Dybvad;..;..;..
Ejerlejlighed;9362 Gandrup;..;..;..
Ejerlejlighed;9370 Hals;..;..;..
Ejerlejlighed;9380 Vestbjerg;..;..;..
Ejerlejlighed;9381 Sulsted;..;..;..
Ejerlejlighed;9382 Tylstrup;..;..;..
Ejerlejlighed;9400 Nørresundby;12542;13482;11962
Ejerlejlighed;9430 Vadum;..;..;..
Ejerlejlighed;9440 Aabybro;..;..;..
Ejerlejlighed;9460 Brovst;..;..;..
Ejerlejlighed;9480 Løkken;..;..;..
Ejerlejlighed;9490 Pandrup;..;..;..
Ejerlejlighed;9492 Blokhus;..;..;..
Ejerlejlighed;9493 Saltum;..;..;..
Ejerlejlighed;9500 Hobro;..;..;..
Ejerlejlighed;9510 Arden;..;..;..
Ejerlejlighed;9520 Skørping;..;..;..
Ejerlejlighed;9530 Støvring;..;..;..
Ejerlejlighed;9541 Suldrup;..;..;..
Ejerlejlighed;9550 Mariager;..;..;..
Ejerlejlighed;9560 Hadsund;..;..;..
Ejerlejlighed;9574 Bælum;..;..;..
Ejerlejlighed;9575 Terndrup;..;..;..
Ejerlejlighed;9600 Aars;..;..;..
Ejerlejlighed;9610 Nørager;..;..;..
Ejerlejlighed;9620 Aalestrup;..;..;..
Ejerlejlighed;9631 Gedsted;..;..;..
Ejerlejlighed;9632 Møldrup;..;..;..
Ejerlejlighed;9640 Farsø;..;..;..
Ejerlejlighed;9670 Løgstør;..;..;..
Ejerlejlighed;9681 Ranum;..;..;..
Ejerlejlighed;9690 Fjerritslev;..;..;..
Ejerlejlighed;9700 Brønderslev;..;..;..
Ejerlejlighed;9740 Jerslev J;..;..;..
Ejerlejlighed;9750 Østervrå;..;..;..
Ejerlejlighed;9760 Vrå;..;..;..
Ejerlejlighed;9800 Hjørring;..;..;..
Ejerlejlighed;9830 Tårs;..;..;..
Ejerlejlighed;9850 Hirtshals;..;..;..
Ejerlejlighed;9870 Sindal;..;..;..
Ejerlejlighed;9881 Bindslev;..;..;..
Ejerlejlighed;9900 Frederikshavn;..;8785;..
Ejerlejlighed;9940 Læsø;..;..;..
Ejerlejlighed;9970 Strandby;..;..;..
Ejerlejlighed;9981 Jerup;..;..;..
Ejerlejlighed;9982 Ålbæk;..;..;..
Ejerlejlighed;9990 Skagen;..;..;..
 ;;;;
 ;;;;
 ;;;;
 ;;;;
 ;;;;
