area;v2;t2;t1;t;zipy
Ejerlejligheder;6560 Sommersted;0;0;0;656015
Ejerlejligheder;6580 Vamdrup;1;0;2;658015
Ejerlejligheder;6600 Vejen;3;1;0;660015
Ejerlejligheder;6621 Gesten;0;0;0;662115
Ejerlejligheder;6622 BÃ¦kke;0;0;0;662215
Ejerlejligheder;6623 Vorbasse;0;0;0;662315
Ejerlejligheder;6630 RÃ¸dding;0;0;0;663015
Ejerlejligheder;6640 Lunderskov;0;0;0;664015
Ejerlejligheder;6650 BrÃ¸rup;0;0;0;665015
Ejerlejligheder;6660 Lintrup;0;0;0;666015
Ejerlejligheder;6670 Holsted;0;1;0;667015
Ejerlejligheder;6682 Hovborg;0;0;0;668215
Ejerlejligheder;6683 FÃ¸vling;0;0;0;668315
Ejerlejligheder;6690 GÃ¸rding;0;0;0;669015
Ejerlejligheder;6700 Esbjerg;20;22;34;670015
Ejerlejligheder;6705 Esbjerg Ã?;3;0;0;670515
Ejerlejligheder;6710 Esbjerg V;4;2;0;671015
Ejerlejligheder;6715 Esbjerg N;1;3;2;671515
Ejerlejligheder;6720 FanÃ¸;2;3;4;672015
Ejerlejligheder;6731 TjÃ¦reborg;1;0;0;673115
Ejerlejligheder;6740 Bramming;1;0;0;674015
Ejerlejligheder;6752 Glejbjerg;0;0;0;675215
Ejerlejligheder;6753 AgerbÃ¦k;0;0;0;675315
Ejerlejligheder;6760 Ribe;0;1;1;676015
Ejerlejligheder;6771 Gredstedbro;0;0;0;677115
Ejerlejligheder;6780 SkÃ¦rbÃ¦k;0;0;0;678015
Ejerlejligheder;6792 RÃ¸mÃ¸;5;6;2;679215
Ejerlejligheder;6800 Varde;3;2;4;680015
Ejerlejligheder;6818 Ã?rre;0;0;0;681815
Ejerlejligheder;6823 Ansager;0;0;0;682315
Ejerlejligheder;6830 NÃ¸rre Nebel;3;1;0;683015
Ejerlejligheder;6840 OksbÃ¸l;0;0;0;684015
Ejerlejligheder;6851 Janderup Vestj;0;0;0;685115
Ejerlejligheder;6852 Billum;0;0;0;685215
Ejerlejligheder;6853 Vejers Strand;0;1;0;685315
Ejerlejligheder;6854 Henne;1;3;2;685415
Ejerlejligheder;6855 Outrup;0;0;0;685515
Ejerlejligheder;6857 BlÃ¥vand;1;2;2;685715
Ejerlejligheder;6862 Tistrup;0;0;0;686215
Ejerlejligheder;6870 Ã?lgod;0;0;2;687015
Ejerlejligheder;6880 Tarm;0;0;0;688015
Ejerlejligheder;6893 Hemmet;0;0;0;689315
Ejerlejligheder;6900 Skjern;0;0;1;690015
Ejerlejligheder;6920 VidebÃ¦k;1;2;0;692015
Ejerlejligheder;6933 KibÃ¦k;0;0;2;693315
Ejerlejligheder;6940 Lem St;0;0;0;694015
Ejerlejligheder;6950 RingkÃ¸bing;2;5;7;695015
Ejerlejligheder;6960 Hvide Sande;2;2;3;696015
Ejerlejligheder;6971 Spjald;0;0;0;697115
Ejerlejligheder;6973 Ã?rnhÃ¸j;1;0;0;697315
Ejerlejligheder;6980 Tim;0;0;0;698015
Ejerlejligheder;6990 Ulfborg;1;0;0;699015
Ejerlejligheder;7000 Fredericia;10;7;7;700015
Ejerlejligheder;7007 Fredericia;0;0;0;700715
Ejerlejligheder;7080 BÃ¸rkop;2;0;1;708015
Ejerlejligheder;7100 Vejle;14;21;27;710015
Ejerlejligheder;7120 Vejle Ã?st;1;0;0;712015
Ejerlejligheder;7130 Juelsminde;0;2;2;713015
Ejerlejligheder;7140 Stouby;0;0;0;714015
Ejerlejligheder;7150 Barrit;0;0;0;715015
Ejerlejligheder;7160 TÃ¸rring;0;0;0;716015
Ejerlejligheder;7171 Uldum;0;0;0;717115
Ejerlejligheder;7173 Vonge;0;0;0;717315
Ejerlejligheder;7182 Bredsten;0;0;0;718215
Ejerlejligheder;7183 RandbÃ¸l;0;0;0;718315
Ejerlejligheder;7184 Vandel;0;0;0;718415
Ejerlejligheder;7190 Billund;0;0;0;719015
Ejerlejligheder;7200 Grindsted;0;0;0;720015
Ejerlejligheder;7250 Hejnsvig;0;0;0;725015
Ejerlejligheder;7260 SÃ¸nder Omme;0;0;0;726015
Ejerlejligheder;7270 Stakroge;0;0;0;727015
Ejerlejligheder;7280 SÃ¸nder Felding;1;0;0;728015
Ejerlejligheder;7300 Jelling;0;0;0;730015
Ejerlejligheder;7321 Gadbjerg;0;0;0;732115
Ejerlejligheder;7323 Give;0;1;1;732315
Ejerlejligheder;7330 Brande;0;0;0;733015
Ejerlejligheder;7361 Ejstrupholm;0;0;0;736115
Ejerlejligheder;7362 Hampen;0;0;0;736215
Ejerlejligheder;7400 Herning;20;25;28;740015
Ejerlejligheder;7430 Ikast;5;6;4;743015
Ejerlejligheder;7441 Bording;0;0;0;744115
Ejerlejligheder;7442 Engesvang;1;0;0;744215
Ejerlejligheder;7451 Sunds;0;0;1;745115
Ejerlejligheder;7470 Karup J;0;0;0;747015
Ejerlejligheder;7480 Vildbjerg;3;2;0;748015
Ejerlejligheder;7490 Aulum;0;0;0;749015
Ejerlejligheder;7500 Holstebro;6;9;11;750015
Ejerlejligheder;7540 Haderup;0;0;0;754015
Ejerlejligheder;7550 SÃ¸rvad;0;0;0;755015
Ejerlejligheder;7560 Hjerm;1;0;0;756015
Ejerlejligheder;7570 Vemb;0;0;0;757015
Ejerlejligheder;7600 Struer;3;1;1;760015
Ejerlejligheder;7620 Lemvig;0;3;0;762015
Ejerlejligheder;7650 BÃ¸vlingbjerg;0;0;0;765015
Ejerlejligheder;7660 BÃ¦kmarksbro;0;0;0;766015
Ejerlejligheder;7673 HarboÃ¸re;0;0;0;767315
Ejerlejligheder;7680 ThyborÃ¸n;0;0;0;768015
Ejerlejligheder;7700 Thisted;5;2;4;770015
Ejerlejligheder;7730 Hanstholm;0;0;0;773015
Ejerlejligheder;7741 FrÃ¸strup;0;0;0;774115
Ejerlejligheder;7742 VeslÃ¸s;0;0;0;774215
Ejerlejligheder;7752 Snedsted;0;0;0;775215
Ejerlejligheder;7755 Bedsted Thy;0;0;0;775515
Ejerlejligheder;7760 Hurup Thy;0;0;0;776015
Ejerlejligheder;7770 Vestervig;4;2;3;777015
Ejerlejligheder;7790 Thyholm;0;0;0;779015
Ejerlejligheder;7800 Skive;1;2;2;780015
Ejerlejligheder;7830 Vinderup;1;0;0;783015
Ejerlejligheder;7840 HÃ¸jslev;0;0;0;784015
Ejerlejligheder;7850 Stoholm Jyll;0;0;0;785015
Ejerlejligheder;7860 SpÃ¸ttrup;0;0;0;786015
Ejerlejligheder;7870 Roslev;0;0;0;787015
Ejerlejligheder;7884 Fur;0;0;0;788415
Ejerlejligheder;7900 NykÃ¸bing M;0;0;0;790015
Ejerlejligheder;7950 Erslev;0;0;0;795015
Ejerlejligheder;7960 Karby;0;0;0;796015
Ejerlejligheder;7970 Redsted M;0;0;0;797015
Ejerlejligheder;7980 Vils;0;0;0;798015
Ejerlejligheder;7990 Ã?ster Assels;0;0;0;799015
Ejerlejligheder;8000 Ã?rhus C;145;166;298;800015
Ejerlejligheder;8200 Ã?rhus N;54;50;77;820015
Ejerlejligheder;8210 Ã?rhus V;6;10;11;821015
Ejerlejligheder;8220 Brabrand;7;8;13;822015
Ejerlejligheder;8230 Ã?byhÃ¸j;9;8;18;823015
Ejerlejligheder;8240 Risskov;18;18;28;824015
Ejerlejligheder;8245 Risskov Ã?;0;0;0;824515
Ejerlejligheder;8250 EgÃ¥;7;2;6;825015
Ejerlejligheder;8260 Viby J;18;19;30;826015
Ejerlejligheder;8270 HÃ¸jbjerg;8;7;20;827015
Ejerlejligheder;8300 Odder;3;1;7;830015
Ejerlejligheder;8305 SamsÃ¸;0;0;0;830515
Ejerlejligheder;8310 Tranbjerg J;0;0;0;831015
Ejerlejligheder;8320 MÃ¥rslet;0;1;1;832015
Ejerlejligheder;8330 Beder;0;1;2;833015
Ejerlejligheder;8340 Malling;0;0;0;834015
Ejerlejligheder;8350 Hundslund;0;0;0;835015
Ejerlejligheder;8355 Solbjerg;0;0;0;835515
Ejerlejligheder;8361 Hasselager;0;1;1;836115
Ejerlejligheder;8362 HÃ¸rning;0;1;3;836215
Ejerlejligheder;8370 Hadsten;1;0;1;837015
Ejerlejligheder;8380 Trige;0;1;2;838015
Ejerlejligheder;8381 Tilst;3;1;2;838115
Ejerlejligheder;8382 Hinnerup;0;0;0;838215
Ejerlejligheder;8400 Ebeltoft;6;7;4;840015
Ejerlejligheder;8410 RÃ¸nde;0;1;0;841015
Ejerlejligheder;8420 Knebel;0;0;0;842015
Ejerlejligheder;8444 Balle;0;0;0;844415
Ejerlejligheder;8450 Hammel;1;1;0;845015
Ejerlejligheder;8462 Harlev J;0;0;0;846215
Ejerlejligheder;8464 Galten;6;1;4;846415
Ejerlejligheder;8471 Sabro;0;1;1;847115
Ejerlejligheder;8472 Sporup;0;0;0;847215
Ejerlejligheder;8500 Grenaa;2;2;1;850015
Ejerlejligheder;8520 Lystrup;1;3;5;852015
Ejerlejligheder;8530 HjortshÃ¸j;0;1;0;853015
Ejerlejligheder;8541 SkÃ¸dstrup;1;0;8;854115
Ejerlejligheder;8543 Hornslet;0;0;1;854315
Ejerlejligheder;8544 MÃ¸rke;0;0;0;854415
Ejerlejligheder;8550 RyomgÃ¥rd;0;0;0;855015
Ejerlejligheder;8560 Kolind;0;0;0;856015
Ejerlejligheder;8570 Trustrup;0;0;0;857015
Ejerlejligheder;8581 Nimtofte;0;0;0;858115
Ejerlejligheder;8585 Glesborg;4;0;1;858515
Ejerlejligheder;8586 Ã?rum Djurs;0;0;0;858615
Ejerlejligheder;8592 Anholt;0;0;0;859215
Ejerlejligheder;8600 Silkeborg;8;8;17;860015
Ejerlejligheder;8620 Kjellerup;1;0;0;862015
Ejerlejligheder;8632 Lemming;0;0;0;863215
Ejerlejligheder;8641 Sorring;0;0;0;864115
Ejerlejligheder;8643 Ans By;0;0;0;864315
Ejerlejligheder;8653 Them;0;0;0;865315
Ejerlejligheder;8654 Bryrup;0;0;0;865415
Ejerlejligheder;8660 Skanderborg;8;15;3;866015
Ejerlejligheder;8670 LÃ¥sby;0;0;0;867015
Ejerlejligheder;8680 Ry;1;2;1;868015
Ejerlejligheder;8700 Horsens;14;13;19;870015
Ejerlejligheder;8721 DaugÃ¥rd;0;0;0;872115
Ejerlejligheder;8722 Hedensted;1;2;2;872215
Ejerlejligheder;8723 LÃ¸sning;0;0;0;872315
Ejerlejligheder;8732 HovedgÃ¥rd;0;0;0;873215
Ejerlejligheder;8740 BrÃ¦dstrup;1;0;0;874015
Ejerlejligheder;8751 Gedved;0;0;0;875115
Ejerlejligheder;8752 Ã?stbirk;0;0;0;875215
Ejerlejligheder;8762 Flemming;0;0;0;876215
Ejerlejligheder;8763 Rask MÃ¸lle;0;0;0;876315
Ejerlejligheder;8765 Klovborg;0;0;0;876515
Ejerlejligheder;8766 NÃ¸rre Snede;0;0;0;876615
Ejerlejligheder;8781 Stenderup;0;0;0;878115
Ejerlejligheder;8783 Hornsyld;0;0;0;878315
Ejerlejligheder;8800 Viborg;10;15;9;880015
Ejerlejligheder;8830 Tjele;0;0;1;883015
Ejerlejligheder;8831 LÃ¸gstrup;0;0;0;883115
Ejerlejligheder;8832 Skals;0;0;0;883215
Ejerlejligheder;8840 RÃ¸dkÃ¦rsbro;0;0;0;884015
Ejerlejligheder;8850 Bjerringbro;1;0;0;885015
Ejerlejligheder;8860 Ulstrup;0;0;0;886015
Ejerlejligheder;8870 LangÃ¥;0;0;0;887015
Ejerlejligheder;8881 ThorsÃ¸;0;0;0;888115
Ejerlejligheder;8882 FÃ¥rvang;0;0;0;888215
Ejerlejligheder;8883 Gjern;0;0;0;888315
Ejerlejligheder;8900 Randers C;27;13;19;890015
Ejerlejligheder;8920 Randers NV;10;16;11;892015
Ejerlejligheder;8930 Randers NÃ?;14;8;10;893015
Ejerlejligheder;8940 Randers SV;2;4;7;894015
Ejerlejligheder;8950 Ã?rsted;0;0;0;895015
Ejerlejligheder;8960 Randers SÃ?;4;5;6;896015
Ejerlejligheder;8961 AllingÃ¥bro;0;0;0;896115
Ejerlejligheder;8963 Auning;0;1;0;896315
Ejerlejligheder;8970 Havndal;0;0;0;897015
Ejerlejligheder;8981 Spentrup;0;0;0;898115
Ejerlejligheder;8983 Gjerlev J;0;0;0;898315
Ejerlejligheder;8990 FÃ¥rup;0;0;0;899015
Ejerlejligheder;9000 Aalborg;110;124;167;900015
Ejerlejligheder;9200 Aalborg SV;3;5;2;920015
Ejerlejligheder;9210 Aalborg SÃ?;4;6;3;921015
Ejerlejligheder;9220 Aalborg Ã?st;0;0;1;922015
Ejerlejligheder;9230 Svenstrup J;0;0;0;923015
Ejerlejligheder;9240 Nibe;0;1;0;924015
Ejerlejligheder;9260 Gistrup;0;0;0;926015
Ejerlejligheder;9270 Klarup;0;0;0;927015
Ejerlejligheder;9280 Storvorde;1;1;0;928015
Ejerlejligheder;9293 Kongerslev;0;0;0;929315
Ejerlejligheder;9300 SÃ¦by;2;1;4;930015
Ejerlejligheder;9310 Vodskov;0;1;0;931015
Ejerlejligheder;9320 Hjallerup;0;1;0;932015
Ejerlejligheder;9330 Dronninglund;0;1;0;933015
Ejerlejligheder;9340 Asaa;0;0;0;934015
Ejerlejligheder;9352 Dybvad;0;0;0;935215
Ejerlejligheder;9362 Gandrup;0;0;0;936215
Ejerlejligheder;9370 Hals;0;0;0;937015
Ejerlejligheder;9380 Vestbjerg;0;0;0;938015
Ejerlejligheder;9381 Sulsted;0;0;0;938115
Ejerlejligheder;9382 Tylstrup;0;0;0;938215
Ejerlejligheder;9400 NÃ¸rresundby;21;29;30;940015
Ejerlejligheder;9430 Vadum;0;0;1;943015
Ejerlejligheder;9440 Aabybro;0;1;0;944015
Ejerlejligheder;9460 Brovst;0;0;0;946015
Ejerlejligheder;9480 LÃ¸kken;4;7;0;948015
Ejerlejligheder;9490 Pandrup;1;0;4;949015
Ejerlejligheder;9492 Blokhus;8;3;7;949215
Ejerlejligheder;9493 Saltum;0;0;0;949315
Ejerlejligheder;9500 Hobro;0;2;3;950015
Ejerlejligheder;9510 Arden;0;0;0;951015
Ejerlejligheder;9520 SkÃ¸rping;0;0;0;952015
Ejerlejligheder;9530 StÃ¸vring;3;1;1;953015
Ejerlejligheder;9541 Suldrup;0;0;0;954115
Ejerlejligheder;9550 Mariager;0;0;0;955015
Ejerlejligheder;9560 Hadsund;0;0;2;956015
Ejerlejligheder;9574 BÃ¦lum;0;0;0;957415
Ejerlejligheder;9575 Terndrup;0;0;0;957515
Ejerlejligheder;9600 Aars;1;0;1;960015
Ejerlejligheder;9610 NÃ¸rager;0;0;0;961015
Ejerlejligheder;9620 Aalestrup;0;0;0;962015
Ejerlejligheder;9631 Gedsted;0;0;0;963115
Ejerlejligheder;9632 MÃ¸ldrup;0;0;0;963215
Ejerlejligheder;9640 FarsÃ¸;0;0;0;964015
Ejerlejligheder;9670 LÃ¸gstÃ¸r;0;0;0;967015
Ejerlejligheder;9681 Ranum;3;2;6;968115
Ejerlejligheder;9690 Fjerritslev;0;0;0;969015
Ejerlejligheder;9700 BrÃ¸nderslev;1;1;4;970015
Ejerlejligheder;9740 Jerslev J;0;0;0;974015
Ejerlejligheder;9750 Ã?stervrÃ¥;0;0;0;975015
Ejerlejligheder;9760 VrÃ¥;0;0;0;976015
Ejerlejligheder;9800 HjÃ¸rring;4;0;4;980015
Ejerlejligheder;9830 TÃ¥rs;0;0;1;983015
Ejerlejligheder;9850 Hirtshals;3;7;2;985015
Ejerlejligheder;9870 Sindal;0;0;0;987015
Ejerlejligheder;9881 Bindslev;0;0;1;988115
Ejerlejligheder;9900 Frederikshavn;5;1;3;990015
Ejerlejligheder;9940 LÃ¦sÃ¸;0;0;0;994015
Ejerlejligheder;9970 Strandby;0;0;0;997015
Ejerlejligheder;9981 Jerup;0;0;0;998115
Ejerlejligheder;9982 Ã?lbÃ¦k;0;0;0;998215
Ejerlejligheder;9990 Skagen;3;2;5;999015
Parcel-/rækkehus;1000-1499 Kbh.K.;.5;0;1;10005
Parcel-/rækkehus;1500-1799 Kbh.V.;.5;0;1;15005
Parcel-/rækkehus;1800-1999 Frederiksberg C;1.5;1;2;18005
Parcel-/rækkehus;2000 Frederiksberg;14.5;15;14;20005
Parcel-/rækkehus;2100 København Ø;8;10;6;21005
Parcel-/rækkehus;2150 Nordhavn;;;;21505
Parcel-/rækkehus;2200 København N;1;;1;22005
Parcel-/rækkehus;2300 København S;41;40;42;23005
Parcel-/rækkehus;2400 København NV;8.5;8;9;24005
Parcel-/rækkehus;2450 København SV;0;;0;24505
Parcel-/rækkehus;2500 Valby;22;25;19;25005
Parcel-/rækkehus;2600 Glostrup;31;29;33;26005
Parcel-/rækkehus;2605 Brøndby;22;25;19;26055
Parcel-/rækkehus;2610 Rødovre;48.5;50;47;26105
Parcel-/rækkehus;2620 Albertslund;28;33;23;26205
Parcel-/rækkehus;2625 Vallensbæk;12;16;8;26255
Parcel-/rækkehus;2630 Taastrup;52;45;59;26305
Parcel-/rækkehus;2635 Ishøj;32;33;31;26355
Parcel-/rækkehus;2640 Hedehusene;29.5;19;40;26405
Parcel-/rækkehus;2650 Hvidovre;62;72;52;26505
Parcel-/rækkehus;2660 Brøndby Strand;16.5;13;20;26605
Parcel-/rækkehus;2665 Vallensbæk Strand;12.5;16;9;26655
Parcel-/rækkehus;2670 Greve;90.5;85;96;26705
Parcel-/rækkehus;2680 Solrød Strand;50;59;41;26805
Parcel-/rækkehus;2690 Karlslunde;20;16;24;26905
Parcel-/rækkehus;2700 Brønshøj;39;33;45;27005
Parcel-/rækkehus;2720 Vanløse;21;17;25;27205
Parcel-/rækkehus;2730 Herlev;41;37;45;27305
Parcel-/rækkehus;2740 Skovlunde;22.5;25;20;27405
Parcel-/rækkehus;2750 Ballerup;29.5;30;29;27505
Parcel-/rækkehus;2760 Måløv;8.5;9;8;27605
Parcel-/rækkehus;2765 Smørum;26;26;26;27655
Parcel-/rækkehus;2770 Kastrup;59;61;57;27705
Parcel-/rækkehus;2791 Dragør;31;23;39;27915
Parcel-/rækkehus;2800 Kgs.Lyngby;66.5;66;67;28005
Parcel-/rækkehus;2820 Gentofte;35.5;31;40;28205
Parcel-/rækkehus;2830 Virum;49.5;46;53;28305
Parcel-/rækkehus;2840 Holte;49;51;47;28405
Parcel-/rækkehus;2850 Nærum;10;10;10;28505
Parcel-/rækkehus;2860 Søborg;33.5;38;29;28605
Parcel-/rækkehus;2870 Dyssegård;5.5;3;8;28705
Parcel-/rækkehus;2880 Bagsværd;29.5;26;33;28805
Parcel-/rækkehus;2900 Hellerup;32;38;26;29005
Parcel-/rækkehus;2920 Charlottenlund;43;43;43;29205
Parcel-/rækkehus;2930 Klampenborg;9;13;5;29305
Parcel-/rækkehus;2942 Skodsborg;2.5;1;4;29425
Parcel-/rækkehus;2950 Vedbæk;19.5;16;23;29505
Parcel-/rækkehus;2960 Rungsted Kyst;22;24;20;29605
Parcel-/rækkehus;2970 Hørsholm;43;41;45;29705
Parcel-/rækkehus;2980 Kokkedal;26;18;34;29805
Parcel-/rækkehus;2990 Nivå;13.5;12;15;29905
Parcel-/rækkehus;3000 Helsingør;31;32;30;30005
Parcel-/rækkehus;3050 Humlebæk;13.5;17;10;30505
Parcel-/rækkehus;3060 Espergærde;16.5;23;10;30605
Parcel-/rækkehus;3070 Snekkersten;12;15;9;30705
Parcel-/rækkehus;3080 Tikøb;1.5;3;0;30805
Parcel-/rækkehus;3100 Hornbæk;14.5;18;11;31005
Parcel-/rækkehus;3120 Dronningmølle;6;7;5;31205
Parcel-/rækkehus;3140 Ålsgårde;17.5;22;13;31405
Parcel-/rækkehus;3150 Hellebæk;2;3;1;31505
Parcel-/rækkehus;3200 Helsinge;42.5;42;43;32005
Parcel-/rækkehus;3210 Vejby;7;8;6;32105
Parcel-/rækkehus;3220 Tisvildeleje;2;3;1;32205
Parcel-/rækkehus;3230 Græsted;26;28;24;32305
Parcel-/rækkehus;3250 Gilleleje;25;24;26;32505
Parcel-/rækkehus;3300 Frederiksværk;33;31;35;33005
Parcel-/rækkehus;3310 Ølsted;2.5;2;3;33105
Parcel-/rækkehus;3320 Skævinge;16;12;20;33205
Parcel-/rækkehus;3330 Gørløse;5;7;3;33305
Parcel-/rækkehus;3360 Liseleje;4;5;3;33605
Parcel-/rækkehus;3370 Melby;3.5;0;7;33705
Parcel-/rækkehus;3390 Hundested;32;33;31;33905
Parcel-/rækkehus;3400 Hillerød;63.5;69;58;34005
Parcel-/rækkehus;3450 Allerød;42.5;51;34;34505
Parcel-/rækkehus;3460 Birkerød;45;62;28;34605
Parcel-/rækkehus;3480 Fredensborg;30;35;25;34805
Parcel-/rækkehus;3490 Kvistgård;2.5;2;3;34905
Parcel-/rækkehus;3500 Værløse;45.5;45;46;35005
Parcel-/rækkehus;3520 Farum;25.5;27;24;35205
Parcel-/rækkehus;3540 Lynge;12.5;14;11;35405
Parcel-/rækkehus;3550 Slangerup;25.5;22;29;35505
Parcel-/rækkehus;3600 Frederikssund;42;44;40;36005
Parcel-/rækkehus;3630 Jægerspris;15;17;13;36305
Parcel-/rækkehus;3650 Ølstykke;30;57;3;36505
Parcel-/rækkehus;3660 Stenløse;24.5;23;26;36605
Parcel-/rækkehus;3670 Veksø Sjælland;6;7;5;36705
Parcel-/rækkehus;3700 Rønne;74.5;77;72;37005
Parcel-/rækkehus;3720 Aakirkeby;17;15;19;37205
Parcel-/rækkehus;3730 Nexø;18;20;16;37305
Parcel-/rækkehus;3740 Svaneke;6.5;6;7;37405
Parcel-/rækkehus;3751 Østermarie;4.5;4;5;37515
Parcel-/rækkehus;3760 Gudhjem;5;6;4;37605
Parcel-/rækkehus;3770 Allinge;13;11;15;37705
Parcel-/rækkehus;3782 Klemensker;4;1;7;37825
Parcel-/rækkehus;3790 Hasle;7.5;10;5;37905
Parcel-/rækkehus;4000 Roskilde;111;101;121;40005
Parcel-/rækkehus;4030 Tune;14.5;15;14;40305
Parcel-/rækkehus;4040 Jyllinge;33;32;34;40405
Parcel-/rækkehus;4050 Skibby;18.5;20;17;40505
Parcel-/rækkehus;4060 Kirke Såby;9;7;11;40605
Parcel-/rækkehus;4070 Kirke Hyllinge;21.5;22;21;40705
Parcel-/rækkehus;4100 Ringsted;63.5;76;51;41005
Parcel-/rækkehus;4130 Viby Sjælland;17;16;18;41305
Parcel-/rækkehus;4140 Borup;14;22;6;41405
Parcel-/rækkehus;4160 Herlufmagle;18.5;17;20;41605
Parcel-/rækkehus;4171 Glumsø;8;10;6;41715
Parcel-/rækkehus;4173 Fjenneslev;8.5;9;8;41735
Parcel-/rækkehus;4174 Jystrup Midtsj;3;3;3;41745
Parcel-/rækkehus;4180 Sorø;23.5;26;21;41805
Parcel-/rækkehus;4190 Munke Bjergby;3;3;3;41905
Parcel-/rækkehus;4200 Slagelse;81.5;64;99;42005
Parcel-/rækkehus;4220 Korsør;33.5;29;38;42205
Parcel-/rækkehus;4230 Skælskør;15;15;15;42305
Parcel-/rækkehus;4241 Vemmelev;7.5;4;11;42415
Parcel-/rækkehus;4242 Boeslunde;2.5;2;3;42425
Parcel-/rækkehus;4243 Rude;2.5;1;4;42435
Parcel-/rækkehus;4250 Fuglebjerg;7.5;7;8;42505
Parcel-/rækkehus;4261 Dalmose;6.5;9;4;42615
Parcel-/rækkehus;4262 Sandved;5;3;7;42625
Parcel-/rækkehus;4270 Høng;17;19;15;42705
Parcel-/rækkehus;4281 Gørlev;18;20;16;42815
Parcel-/rækkehus;4291 Ruds Vedby;7.5;7;8;42915
Parcel-/rækkehus;4293 Dianalund;17.5;19;16;42935
Parcel-/rækkehus;4295 Stenlille;11.5;6;17;42955
Parcel-/rækkehus;4296 Nyrup;1.5;2;1;42965
Parcel-/rækkehus;4300 Holbæk;55;61;49;43005
Parcel-/rækkehus;4320 Lejre;17;20;14;43205
Parcel-/rækkehus;4330 Hvalsø;11;11;11;43305
Parcel-/rækkehus;4340 Tølløse;9.5;10;9;43405
Parcel-/rækkehus;4350 Ugerløse;1;1;1;43505
Parcel-/rækkehus;4360 Kirke Eskilstrup;2.5;1;4;43605
Parcel-/rækkehus;4370 Store Merløse;5;7;3;43705
Parcel-/rækkehus;4390 Vipperød;9.5;11;8;43905
Parcel-/rækkehus;4400 Kalundborg;74.5;78;71;44005
Parcel-/rækkehus;4420 Regstrup;7.5;6;9;44205
Parcel-/rækkehus;4440 Mørkøv;9;7;11;44405
Parcel-/rækkehus;4450 Jyderup;14;9;19;44505
Parcel-/rækkehus;4460 Snertinge;8;11;5;44605
Parcel-/rækkehus;4470 Svebølle;10.5;10;11;44705
Parcel-/rækkehus;4480 Store Fuglede;4;6;2;44805
Parcel-/rækkehus;4490 Jerslev Sjælland;10;6;14;44905
Parcel-/rækkehus;4500 Nykøbing Sj;30.5;32;29;45005
Parcel-/rækkehus;4520 Svinninge;12.5;16;9;45205
Parcel-/rækkehus;4532 Gislinge;7.5;9;6;45325
Parcel-/rækkehus;4534 Hørve;10.5;8;13;45345
Parcel-/rækkehus;4540 Fårevejle;10;6;14;45405
Parcel-/rækkehus;4550 Asnæs;11.5;12;11;45505
Parcel-/rækkehus;4560 Vig;8;7;9;45605
Parcel-/rækkehus;4571 Grevinge;5.5;5;6;45715
Parcel-/rækkehus;4572 Nørre Asmindrup;3;3;3;45725
Parcel-/rækkehus;4573 Højby;3;5;1;45735
Parcel-/rækkehus;4581 Rørvig;5.5;5;6;45815
Parcel-/rækkehus;4583 Sjællands Odde;3.5;4;3;45835
Parcel-/rækkehus;4591 Føllenslev;8.5;9;8;45915
Parcel-/rækkehus;4592 Sejerø;;;;45925
Parcel-/rækkehus;4593 Eskebjerg;3;4;2;45935
Parcel-/rækkehus;4600 Køge;60.5;49;72;46005
Parcel-/rækkehus;4621 Gadstrup;6.5;4;9;46215
Parcel-/rækkehus;4622 Havdrup;22.5;16;29;46225
Parcel-/rækkehus;4623 Lille Skensved;12;10;14;46235
Parcel-/rækkehus;4632 Bjæverskov;20;22;18;46325
Parcel-/rækkehus;4640 Faxe;16;14;18;46405
Parcel-/rækkehus;4652 Hårlev;7.5;5;10;46525
Parcel-/rækkehus;4653 Karise;9.5;6;13;46535
Parcel-/rækkehus;4654 Faxe Ladeplads;8;9;7;46545
Parcel-/rækkehus;4660 Store Heddinge;17;11;23;46605
Parcel-/rækkehus;4671 Strøby;3.5;2;5;46715
Parcel-/rækkehus;4672 Klippinge;6.5;7;6;46725
Parcel-/rækkehus;4673 Rødvig Stevns;7.5;6;9;46735
Parcel-/rækkehus;4681 Herfølge;16;19;13;46815
Parcel-/rækkehus;4682 Tureby;8.5;8;9;46825
Parcel-/rækkehus;4683 Rønnede;10;4;16;46835
Parcel-/rækkehus;4684 Holmegaard;22.5;20;25;46845
Parcel-/rækkehus;4690 Haslev;42;43;41;46905
Parcel-/rækkehus;4700 Næstved;105;100;110;47005
Parcel-/rækkehus;4720 Præstø;16.5;11;22;47205
Parcel-/rækkehus;4733 Tappernøje;11;11;11;47335
Parcel-/rækkehus;4735 Mern;6.5;6;7;47355
Parcel-/rækkehus;4736 Karrebæksminde;4.5;5;4;47365
Parcel-/rækkehus;4750 Lundby;10;7;13;47505
Parcel-/rækkehus;4760 Vordingborg;39.5;38;41;47605
Parcel-/rækkehus;4771 Kalvehave;8.5;10;7;47715
Parcel-/rækkehus;4772 Langebæk;3;2;4;47725
Parcel-/rækkehus;4773 Stensved;5;4;6;47735
Parcel-/rækkehus;4780 Stege;24.5;25;24;47805
Parcel-/rækkehus;4791 Borre;4;4;4;47915
Parcel-/rækkehus;4792 Askeby;3.5;1;6;47925
Parcel-/rækkehus;4793 Bogø By;.5;1;0;47935
Parcel-/rækkehus;4800 Nykøbing F;47;43;51;48005
