area;v2;t2;t1;t;zipy
Ejerlejligheder;7200 Grindsted;0;0;0;720015
Ejerlejligheder;7250 Hejnsvig;0;0;0;725015
Ejerlejligheder;7260 SÃ¸nder Omme;0;0;0;726015
Ejerlejligheder;7270 Stakroge;0;0;0;727015
Ejerlejligheder;7280 SÃ¸nder Felding;0;0;0;728015
Ejerlejligheder;7300 Jelling;0;0;0;730015
Ejerlejligheder;7321 Gadbjerg;0;0;0;732115
Ejerlejligheder;7323 Give;0;0;0;732315
Ejerlejligheder;7330 Brande;0;0;0;733015
Ejerlejligheder;7361 Ejstrupholm;0;0;0;736115
Ejerlejligheder;7362 Hampen;0;0;0;736215
Ejerlejligheder;7400 Herning;12.315;12.795;12.347;740015
Ejerlejligheder;7430 Ikast;10.964;10.253;0;743015
Ejerlejligheder;7441 Bording;0;0;0;744115
Ejerlejligheder;7442 Engesvang;0;0;0;744215
Ejerlejligheder;7451 Sunds;0;0;0;745115
Ejerlejligheder;7470 Karup J;0;0;0;747015
Ejerlejligheder;7480 Vildbjerg;0;0;0;748015
Ejerlejligheder;7490 Aulum;0;0;0;749015
Ejerlejligheder;7500 Holstebro;11.21;10.553;0;750015
Ejerlejligheder;7540 Haderup;0;0;0;754015
Ejerlejligheder;7550 SÃ¸rvad;0;0;0;755015
Ejerlejligheder;7560 Hjerm;0;0;0;756015
Ejerlejligheder;7570 Vemb;0;0;0;757015
Ejerlejligheder;7600 Struer;0;0;0;760015
Ejerlejligheder;7620 Lemvig;0;0;0;762015
Ejerlejligheder;7650 BÃ¸vlingbjerg;0;0;0;765015
Ejerlejligheder;7660 BÃ¦kmarksbro;0;0;0;766015
Ejerlejligheder;7673 HarboÃ¸re;0;0;0;767315
Ejerlejligheder;7680 ThyborÃ¸n;0;0;0;768015
Ejerlejligheder;7700 Thisted;0;0;0;770015
Ejerlejligheder;7730 Hanstholm;0;0;0;773015
Ejerlejligheder;7741 FrÃ¸strup;0;0;0;774115
Ejerlejligheder;7742 VeslÃ¸s;0;0;0;774215
Ejerlejligheder;7752 Snedsted;0;0;0;775215
Ejerlejligheder;7755 Bedsted Thy;0;0;0;775515
Ejerlejligheder;7760 Hurup Thy;0;0;0;776015
Ejerlejligheder;7770 Vestervig;0;0;0;777015
Ejerlejligheder;7790 Thyholm;0;0;0;779015
Ejerlejligheder;7800 Skive;0;0;0;780015
Ejerlejligheder;7830 Vinderup;0;0;0;783015
Ejerlejligheder;7840 HÃ¸jslev;0;0;0;784015
Ejerlejligheder;7850 Stoholm Jyll;0;0;0;785015
Ejerlejligheder;7860 SpÃ¸ttrup;0;0;0;786015
Ejerlejligheder;7870 Roslev;0;0;0;787015
Ejerlejligheder;7884 Fur;0;0;0;788415
Ejerlejligheder;7900 NykÃ¸bing M;0;0;0;790015
Ejerlejligheder;7950 Erslev;0;0;0;795015
Ejerlejligheder;7960 Karby;0;0;0;796015
Ejerlejligheder;7970 Redsted M;0;0;0;797015
Ejerlejligheder;7980 Vils;0;0;0;798015
Ejerlejligheder;7990 Ã?ster Assels;0;0;0;799015
Ejerlejligheder;8000 Ã?rhus C;27.035;28.561;31.256;800015
Ejerlejligheder;8200 Ã?rhus N;26.463;25.962;29.026;820015
Ejerlejligheder;8210 Ã?rhus V;20.255;23.04;0;821015
Ejerlejligheder;8220 Brabrand;14.613;16.168;18.369;822015
Ejerlejligheder;8230 Ã?byhÃ¸j;17.837;21.605;22.295;823015
Ejerlejligheder;8240 Risskov;21.031;19.057;20.679;824015
Ejerlejligheder;8245 Risskov Ã?;0;0;0;824515
Ejerlejligheder;8250 EgÃ¥;0;0;0;825015
Ejerlejligheder;8260 Viby J;16.604;15.769;17.399;826015
Ejerlejligheder;8270 HÃ¸jbjerg;23.922;18.103;21.391;827015
Ejerlejligheder;8300 Odder;0;0;0;830015
Ejerlejligheder;8305 SamsÃ¸;0;0;0;830515
Ejerlejligheder;8310 Tranbjerg J;0;0;0;831015
Ejerlejligheder;8320 MÃ¥rslet;0;0;0;832015
Ejerlejligheder;8330 Beder;0;0;0;833015
Ejerlejligheder;8340 Malling;0;0;0;834015
Ejerlejligheder;8350 Hundslund;0;0;0;835015
Ejerlejligheder;8355 Solbjerg;0;0;0;835515
Ejerlejligheder;8361 Hasselager;0;0;0;836115
Ejerlejligheder;8362 HÃ¸rning;0;0;0;836215
Ejerlejligheder;8370 Hadsten;0;0;0;837015
Ejerlejligheder;8380 Trige;0;0;0;838015
Ejerlejligheder;8381 Tilst;0;0;0;838115
Ejerlejligheder;8382 Hinnerup;0;0;0;838215
Ejerlejligheder;8400 Ebeltoft;0;13.678;0;840015
Ejerlejligheder;8410 RÃ¸nde;0;0;0;841015
Ejerlejligheder;8420 Knebel;0;0;0;842015
Ejerlejligheder;8444 Balle;0;0;0;844415
Ejerlejligheder;8450 Hammel;0;0;0;845015
Ejerlejligheder;8462 Harlev J;0;0;0;846215
Ejerlejligheder;8464 Galten;0;0;0;846415
Ejerlejligheder;8471 Sabro;0;0;0;847115
Ejerlejligheder;8472 Sporup;0;0;0;847215
Ejerlejligheder;8500 Grenaa;0;0;0;850015
Ejerlejligheder;8520 Lystrup;0;0;0;852015
Ejerlejligheder;8530 HjortshÃ¸j;0;0;0;853015
Ejerlejligheder;8541 SkÃ¸dstrup;0;0;0;854115
Ejerlejligheder;8543 Hornslet;0;0;0;854315
Ejerlejligheder;8544 MÃ¸rke;0;0;0;854415
Ejerlejligheder;8550 RyomgÃ¥rd;0;0;0;855015
Ejerlejligheder;8560 Kolind;0;0;0;856015
Ejerlejligheder;8570 Trustrup;0;0;0;857015
Ejerlejligheder;8581 Nimtofte;0;0;0;858115
Ejerlejligheder;8585 Glesborg;0;0;0;858515
Ejerlejligheder;8586 Ã?rum Djurs;0;0;0;858615
Ejerlejligheder;8592 Anholt;0;0;0;859215
Ejerlejligheder;8600 Silkeborg;17.726;16.145;0;860015
Ejerlejligheder;8620 Kjellerup;0;0;0;862015
Ejerlejligheder;8632 Lemming;0;0;0;863215
Ejerlejligheder;8641 Sorring;0;0;0;864115
Ejerlejligheder;8643 Ans By;0;0;0;864315
Ejerlejligheder;8653 Them;0;0;0;865315
Ejerlejligheder;8654 Bryrup;0;0;0;865415
Ejerlejligheder;8660 Skanderborg;15.464;18.087;0;866015
Ejerlejligheder;8670 LÃ¥sby;0;0;0;867015
Ejerlejligheder;8680 Ry;0;0;0;868015
Ejerlejligheder;8700 Horsens;11.206;12.174;11.302;870015
Ejerlejligheder;8721 DaugÃ¥rd;0;0;0;872115
Ejerlejligheder;8722 Hedensted;0;0;0;872215
Ejerlejligheder;8723 LÃ¸sning;0;0;0;872315
Ejerlejligheder;8732 HovedgÃ¥rd;0;0;0;873215
Ejerlejligheder;8740 BrÃ¦dstrup;0;0;0;874015
Ejerlejligheder;8751 Gedved;0;0;0;875115
Ejerlejligheder;8752 Ã?stbirk;0;0;0;875215
Ejerlejligheder;8762 Flemming;0;0;0;876215
Ejerlejligheder;8763 Rask MÃ¸lle;0;0;0;876315
Ejerlejligheder;8765 Klovborg;0;0;0;876515
Ejerlejligheder;8766 NÃ¸rre Snede;0;0;0;876615
Ejerlejligheder;8781 Stenderup;0;0;0;878115
Ejerlejligheder;8783 Hornsyld;0;0;0;878315
Ejerlejligheder;8800 Viborg;13.333;10.442;14.244;880015
Ejerlejligheder;8830 Tjele;0;0;0;883015
Ejerlejligheder;8831 LÃ¸gstrup;0;0;0;883115
Ejerlejligheder;8832 Skals;0;0;0;883215
Ejerlejligheder;8840 RÃ¸dkÃ¦rsbro;0;0;0;884015
Ejerlejligheder;8850 Bjerringbro;0;0;0;885015
Ejerlejligheder;8860 Ulstrup;0;0;0;886015
Ejerlejligheder;8870 LangÃ¥;0;0;0;887015
Ejerlejligheder;8881 ThorsÃ¸;0;0;0;888115
Ejerlejligheder;8882 FÃ¥rvang;0;0;0;888215
Ejerlejligheder;8883 Gjern;0;0;0;888315
Ejerlejligheder;8900 Randers C;9.69;9.231999999999999;10.377;890015
Ejerlejligheder;8920 Randers NV;7;6.493;6.923;892015
Ejerlejligheder;8930 Randers NÃ?;6.76;11.98;0;893015
Ejerlejligheder;8940 Randers SV;0;0;0;894015
Ejerlejligheder;8950 Ã?rsted;0;0;0;895015
Ejerlejligheder;8960 Randers SÃ?;0;7.84;0;896015
Ejerlejligheder;8961 AllingÃ¥bro;0;0;0;896115
Ejerlejligheder;8963 Auning;0;0;0;896315
Ejerlejligheder;8970 Havndal;0;0;0;897015
Ejerlejligheder;8981 Spentrup;0;0;0;898115
Ejerlejligheder;8983 Gjerlev J;0;0;0;898315
Ejerlejligheder;8990 FÃ¥rup;0;0;0;899015
Ejerlejligheder;9000 Aalborg;14.689;15.43;17.56;900015
Ejerlejligheder;9200 Aalborg SV;0;15.823;0;920015
Ejerlejligheder;9210 Aalborg SÃ?;0;9.942;0;921015
Ejerlejligheder;9220 Aalborg Ã?st;0;0;0;922015
Ejerlejligheder;9230 Svenstrup J;0;0;0;923015
Ejerlejligheder;9240 Nibe;0;0;0;924015
Ejerlejligheder;9260 Gistrup;0;0;0;926015
Ejerlejligheder;9270 Klarup;0;0;0;927015
Ejerlejligheder;9280 Storvorde;0;0;0;928015
Ejerlejligheder;9293 Kongerslev;0;0;0;929315
Ejerlejligheder;9300 SÃ¦by;0;0;0;930015
Ejerlejligheder;9310 Vodskov;0;0;0;931015
Ejerlejligheder;9320 Hjallerup;0;0;0;932015
Ejerlejligheder;9330 Dronninglund;0;0;0;933015
Ejerlejligheder;9340 Asaa;0;0;0;934015
Ejerlejligheder;9352 Dybvad;0;0;0;935215
Ejerlejligheder;9362 Gandrup;0;0;0;936215
Ejerlejligheder;9370 Hals;0;0;0;937015
Ejerlejligheder;9380 Vestbjerg;0;0;0;938015
Ejerlejligheder;9381 Sulsted;0;0;0;938115
Ejerlejligheder;9382 Tylstrup;0;0;0;938215
Ejerlejligheder;9400 NÃ¸rresundby;14.06;13.855;15.007;940015
Ejerlejligheder;9430 Vadum;0;0;0;943015
Ejerlejligheder;9440 Aabybro;0;0;0;944015
Ejerlejligheder;9460 Brovst;0;0;0;946015
Ejerlejligheder;9480 LÃ¸kken;0;6.77;0;948015
Ejerlejligheder;9490 Pandrup;0;0;0;949015
Ejerlejligheder;9492 Blokhus;0;0;0;949215
Ejerlejligheder;9493 Saltum;0;0;0;949315
Ejerlejligheder;9500 Hobro;0;0;0;950015
Ejerlejligheder;9510 Arden;0;0;0;951015
Ejerlejligheder;9520 SkÃ¸rping;0;0;0;952015
Ejerlejligheder;9530 StÃ¸vring;0;0;0;953015
Ejerlejligheder;9541 Suldrup;0;0;0;954115
Ejerlejligheder;9550 Mariager;0;0;0;955015
Ejerlejligheder;9560 Hadsund;0;0;0;956015
Ejerlejligheder;9574 BÃ¦lum;0;0;0;957415
Ejerlejligheder;9575 Terndrup;0;0;0;957515
Ejerlejligheder;9600 Aars;0;0;0;960015
Ejerlejligheder;9610 NÃ¸rager;0;0;0;961015
Ejerlejligheder;9620 Aalestrup;0;0;0;962015
Ejerlejligheder;9631 Gedsted;0;0;0;963115
Ejerlejligheder;9632 MÃ¸ldrup;0;0;0;963215
Ejerlejligheder;9640 FarsÃ¸;0;0;0;964015
Ejerlejligheder;9670 LÃ¸gstÃ¸r;0;0;0;967015
Ejerlejligheder;9681 Ranum;0;0;0;968115
Ejerlejligheder;9690 Fjerritslev;0;0;0;969015
Ejerlejligheder;9700 BrÃ¸nderslev;0;0;0;970015
Ejerlejligheder;9740 Jerslev J;0;0;0;974015
Ejerlejligheder;9750 Ã?stervrÃ¥;0;0;0;975015
Ejerlejligheder;9760 VrÃ¥;0;0;0;976015
Ejerlejligheder;9800 HjÃ¸rring;0;0;0;980015
Ejerlejligheder;9830 TÃ¥rs;0;0;0;983015
Ejerlejligheder;9850 Hirtshals;0;4.376;0;985015
Ejerlejligheder;9870 Sindal;0;0;0;987015
Ejerlejligheder;9881 Bindslev;0;0;0;988115
Ejerlejligheder;9900 Frederikshavn;0;0;0;990015
Ejerlejligheder;9940 LÃ¦sÃ¸;0;0;0;994015
Ejerlejligheder;9970 Strandby;0;0;0;997015
Ejerlejligheder;9981 Jerup;0;0;0;998115
Ejerlejligheder;9982 Ã?lbÃ¦k;0;0;0;998215
Ejerlejligheder;9990 Skagen;0;0;0;999015
Parcel-/r?kkehus;1000-1499 Kbh.K.;;;;10005
Parcel-/r?kkehus;1500-1799 Kbh.V.;;;;15005
Parcel-/r?kkehus;1800-1999 Frederiksberg C;;;;18005
Parcel-/r?kkehus;2000 Frederiksberg;17053;17340;26492;20005
Parcel-/r?kkehus;2100 K?benhavn ?;17257;21550;19349;21005
Parcel-/r?kkehus;2150 Nordhavn;;;;21505
Parcel-/r?kkehus;2200 K?benhavn N;;;;22005
Parcel-/r?kkehus;2300 K?benhavn S;14380;15510;18752;23005
Parcel-/r?kkehus;2400 K?benhavn NV;15126;16611;19758;24005
Parcel-/r?kkehus;2450 K?benhavn SV;;;;24505
Parcel-/r?kkehus;2500 Valby;14275;15336;20969;25005
Parcel-/r?kkehus;2600 Glostrup;12328;13529;16055;26005
Parcel-/r?kkehus;2605 Br?ndby;13273;12953;16028;26055
Parcel-/r?kkehus;2610 R?dovre;14128;14870;16423;26105
Parcel-/r?kkehus;2620 Albertslund;12189;12031;14687;26205
Parcel-/r?kkehus;2625 Vallensb?k;14457;15833;16813;26255
Parcel-/r?kkehus;2630 Taastrup;12492;13615;15015;26305
Parcel-/r?kkehus;2635 Ish?j;13035;12871;14730;26355
Parcel-/r?kkehus;2640 Hedehusene;12481;12371;14301;26405
Parcel-/r?kkehus;2650 Hvidovre;13484;13981;16291;26505
Parcel-/r?kkehus;2660 Br?ndby Strand;11800;13372;17307;26605
Parcel-/r?kkehus;2665 Vallensb?k Strand;14639;15101;17252;26655
Parcel-/r?kkehus;2670 Greve;13507;14021;15551;26705
Parcel-/r?kkehus;2680 Solr?d Strand;13839;14918;16659;26805
Parcel-/r?kkehus;2690 Karlslunde;12921;14105;15183;26905
Parcel-/r?kkehus;2700 Br?nsh?j;13486;15722;19595;27005
Parcel-/r?kkehus;2720 Vanl?se;15058;15884;18769;27205
Parcel-/r?kkehus;2730 Herlev;13748;13619;16794;27305
Parcel-/r?kkehus;2740 Skovlunde;13005;14756;17154;27405
Parcel-/r?kkehus;2750 Ballerup;12588;14095;16686;27505
Parcel-/r?kkehus;2760 M?l?v;11742;13999;16208;27605
Parcel-/r?kkehus;2765 Sm?rum;14781;15062;17079;27655
Parcel-/r?kkehus;2770 Kastrup;13201;15057;16664;27705
Parcel-/r?kkehus;2791 Drag?r;13988;15595;17410;27915
Parcel-/r?kkehus;2800 Kgs.Lyngby;16098;17942;21909;28005
Parcel-/r?kkehus;2820 Gentofte;16720;17407;22885;28205
Parcel-/r?kkehus;2830 Virum;16025;19072;22555;28305
Parcel-/r?kkehus;2840 Holte;17104;18429;20923;28405
Parcel-/r?kkehus;2850 N?rum;18114;17921;22070;28505
Parcel-/r?kkehus;2860 S?borg;13892;15728;19137;28605
Parcel-/r?kkehus;2870 Dysseg?rd;16895;;20589;28705
Parcel-/r?kkehus;2880 Bagsv?rd;15620;15849;18402;28805
Parcel-/r?kkehus;2900 Hellerup;15937;18618;25421;29005
Parcel-/r?kkehus;2920 Charlottenlund;19349;21467;28098;29205
Parcel-/r?kkehus;2930 Klampenborg;20071;23556;24672;29305
Parcel-/r?kkehus;2942 Skodsborg;;;;29425
Parcel-/r?kkehus;2950 Vedb?k;16719;18675;24926;29505
Parcel-/r?kkehus;2960 Rungsted Kyst;16810;18491;24466;29605
Parcel-/r?kkehus;2970 H?rsholm;16678;16979;20747;29705
Parcel-/r?kkehus;2980 Kokkedal;12575;14887;14597;29805
Parcel-/r?kkehus;2990 Niv?;14868;14824;16409;29905
Parcel-/r?kkehus;3000 Helsing?r;12192;13920;16728;30005
Parcel-/r?kkehus;3050 Humleb?k;14141;14436;22341;30505
Parcel-/r?kkehus;3060 Esperg?rde;14652;15786;19269;30605
Parcel-/r?kkehus;3070 Snekkersten;13540;13339;18703;30705
Parcel-/r?kkehus;3080 Tik?b;;;;30805
Parcel-/r?kkehus;3100 Hornb?k;11689;15183;18142;31005
Parcel-/r?kkehus;3120 Dronningm?lle;12883;14033;13294;31205
Parcel-/r?kkehus;3140 ?lsg?rde;12065;15071;17584;31405
Parcel-/r?kkehus;3150 Helleb?k;;;;31505
Parcel-/r?kkehus;3200 Helsinge;10841;11502;13717;32005
Parcel-/r?kkehus;3210 Vejby;10941;11747;14743;32105
Parcel-/r?kkehus;3220 Tisvildeleje;;;;32205
Parcel-/r?kkehus;3230 Gr?sted;10840;10970;11959;32305
Parcel-/r?kkehus;3250 Gilleleje;12437;13531;16153;32505
Parcel-/r?kkehus;3300 Frederiksv?rk;9675;11630;11520;33005
Parcel-/r?kkehus;3310 ?lsted;11325;;;33105
Parcel-/r?kkehus;3320 Sk?vinge;7866;11177;13908;33205
Parcel-/r?kkehus;3330 G?rl?se;9379;10272;;33305
Parcel-/r?kkehus;3360 Liseleje;11430;15533;;33605
Parcel-/r?kkehus;3370 Melby;;;10856;33705
Parcel-/r?kkehus;3390 Hundested;8423;9829;10906;33905
Parcel-/r?kkehus;3400 Hiller?d;13165;14279;15907;34005
Parcel-/r?kkehus;3450 Aller?d;13791;14616;17316;34505
Parcel-/r?kkehus;3460 Birker?d;15689;18097;19815;34605
Parcel-/r?kkehus;3480 Fredensborg;13978;14707;16031;34805
Parcel-/r?kkehus;3490 Kvistg?rd;;;;34905
Parcel-/r?kkehus;3500 V?rl?se;14894;15544;18855;35005
Parcel-/r?kkehus;3520 Farum;13156;13908;15829;35205
Parcel-/r?kkehus;3540 Lynge;12644;13674;16042;35405
Parcel-/r?kkehus;3550 Slangerup;12758;13875;15202;35505
Parcel-/r?kkehus;3600 Frederikssund;11109;12137;13697;36005
Parcel-/r?kkehus;3630 J?gerspris;8821;10795;10095;36305
Parcel-/r?kkehus;3650 ?lstykke;12452;12340;;36505
Parcel-/r?kkehus;3660 Stenl?se;12657;12508;14760;36605
Parcel-/r?kkehus;3670 Veks? Sj?lland;13175;14573;15647;36705
Parcel-/r?kkehus;3700 R?nne;5190;5945;5754;37005
Parcel-/r?kkehus;3720 Aakirkeby;3908;3667;4036;37205
Parcel-/r?kkehus;3730 Nex?;4424;4540;4757;37305
Parcel-/r?kkehus;3740 Svaneke;6648;6766;6217;37405
Parcel-/r?kkehus;3751 ?stermarie;;;3765;37515
Parcel-/r?kkehus;3760 Gudhjem;2608;3339;;37605
Parcel-/r?kkehus;3770 Allinge;4130;4581;4983;37705
Parcel-/r?kkehus;3782 Klemensker;;;2732;37825
Parcel-/r?kkehus;3790 Hasle;4502;5283;6744;37905
Parcel-/r?kkehus;4000 Roskilde;12886;14066;15122;40005
Parcel-/r?kkehus;4030 Tune;13557;13032;14053;40305
Parcel-/r?kkehus;4040 Jyllinge;13085;13145;15584;40405
Parcel-/r?kkehus;4050 Skibby;8985;9663;8574;40505
Parcel-/r?kkehus;4060 Kirke S?by;9500;10422;11786;40605
Parcel-/r?kkehus;4070 Kirke Hyllinge;10564;10278;11024;40705
Parcel-/r?kkehus;4100 Ringsted;8949;9281;10591;41005
Parcel-/r?kkehus;4130 Viby Sj?lland;11388;10489;11790;41305
Parcel-/r?kkehus;4140 Borup;8552;10042;12324;41405
Parcel-/r?kkehus;4160 Herlufmagle;5955;7306;7027;41605
Parcel-/r?kkehus;4171 Glums?;6724;7704;10037;41715
Parcel-/r?kkehus;4173 Fjenneslev;8455;8011;8446;41735
Parcel-/r?kkehus;4174 Jystrup Midtsj;;;;41745
Parcel-/r?kkehus;4180 Sor?;10877;9941;11282;41805
Parcel-/r?kkehus;4190 Munke Bjergby;;;;41905
Parcel-/r?kkehus;4200 Slagelse;7908;8794;10962;42005
Parcel-/r?kkehus;4220 Kors?r;6294;7023;9014;42205
Parcel-/r?kkehus;4230 Sk?lsk?r;7131;7516;7833;42305
Parcel-/r?kkehus;4241 Vemmelev;6829;;9859;42415
Parcel-/r?kkehus;4242 Boeslunde;;;;42425
Parcel-/r?kkehus;4243 Rude;;;;42435
Parcel-/r?kkehus;4250 Fuglebjerg;6888;7448;8021;42505
Parcel-/r?kkehus;4261 Dalmose;4274;4854;;42615
Parcel-/r?kkehus;4262 Sandved;4912;;6700;42625
Parcel-/r?kkehus;4270 H?ng;7627;7859;8246;42705
Parcel-/r?kkehus;4281 G?rlev;6743;6464;7845;42815
Parcel-/r?kkehus;4291 Ruds Vedby;6604;6406;7483;42915
Parcel-/r?kkehus;4293 Dianalund;7473;7529;7809;42935
Parcel-/r?kkehus;4295 Stenlille;7011;7755;6493;42955
Parcel-/r?kkehus;4296 Nyrup;;;;42965
Parcel-/r?kkehus;4300 Holb?k;10458;11998;11853;43005
Parcel-/r?kkehus;4320 Lejre;13320;12105;13914;43205
Parcel-/r?kkehus;4330 Hvals?;9336;10633;12029;43305
Parcel-/r?kkehus;4340 T?ll?se;8957;9234;10555;43405
Parcel-/r?kkehus;4350 Ugerl?se;6160;;;43505
Parcel-/r?kkehus;4360 Kirke Eskilstrup;;;;43605
Parcel-/r?kkehus;4370 Store Merl?se;7144;7162;;43705
Parcel-/r?kkehus;4390 Vipper?d;8553;10919;9046;43905
Parcel-/r?kkehus;4400 Kalundborg;7088;7806;8850;44005
Parcel-/r?kkehus;4420 Regstrup;7270;8295;10122;44205
Parcel-/r?kkehus;4440 M?rk?v;7000;5951;7480;44405
Parcel-/r?kkehus;4450 Jyderup;7309;7571;9007;44505
Parcel-/r?kkehus;4460 Snertinge;7194;7261;7163;44605
Parcel-/r?kkehus;4470 Sveb?lle;5812;6899;6110;44705
Parcel-/r?kkehus;4480 Store Fuglede;4466;5754;;44805
Parcel-/r?kkehus;4490 Jerslev Sj?lland;6667;6688;7558;44905
Parcel-/r?kkehus;4500 Nyk?bing Sj;8223;7570;8007;45005
Parcel-/r?kkehus;4520 Svinninge;8215;7877;9803;45205
Parcel-/r?kkehus;4532 Gislinge;7856;8463;10045;45325
Parcel-/r?kkehus;4534 H?rve;7319;7588;8139;45345
Parcel-/r?kkehus;4540 F?revejle;6820;9609;9014;45405
Parcel-/r?kkehus;4550 Asn?s;7220;7976;7979;45505
Parcel-/r?kkehus;4560 Vig;6134;7316;8510;45605
Parcel-/r?kkehus;4571 Grevinge;8059;6925;8433;45715
Parcel-/r?kkehus;4572 N?rre Asmindrup;;;;45725
Parcel-/r?kkehus;4573 H?jby;6072;6349;;45735
Parcel-/r?kkehus;4581 R?rvig;7824;9853;10138;45815
Parcel-/r?kkehus;4583 Sj?llands Odde;4570;;;45835
Parcel-/r?kkehus;4591 F?llenslev;;6298;6914;45915
Parcel-/r?kkehus;4592 Sejer?;;;;45925
Parcel-/r?kkehus;4593 Eskebjerg;6377;;;45935
Parcel-/r?kkehus;4600 K?ge;11453;13036;13697;46005
Parcel-/r?kkehus;4621 Gadstrup;10050;;13569;46215
Parcel-/r?kkehus;4622 Havdrup;10197;11541;14557;46225
Parcel-/r?kkehus;4623 Lille Skensved;10837;12972;12663;46235
Parcel-/r?kkehus;4632 Bj?verskov;9540;11469;11433;46325
Parcel-/r?kkehus;4640 Faxe;7570;7391;8589;46405
Parcel-/r?kkehus;4652 H?rlev;8568;8876;10516;46525
Parcel-/r?kkehus;4653 Karise;8570;7611;10558;46535
Parcel-/r?kkehus;4654 Faxe Ladeplads;8373;8183;10360;46545
Parcel-/r?kkehus;4660 Store Heddinge;7685;7182;9095;46605
Parcel-/r?kkehus;4671 Str?by;;;10249;46715
Parcel-/r?kkehus;4672 Klippinge;6628;8839;9514;46725
Parcel-/r?kkehus;4673 R?dvig Stevns;7316;9663;8522;46735
Parcel-/r?kkehus;4681 Herf?lge;10616;11212;12363;46815
Parcel-/r?kkehus;4682 Tureby;;10467;9585;46825
Parcel-/r?kkehus;4683 R?nnede;6509;;8113;46835
Parcel-/r?kkehus;4684 Holmegaard;7525;7857;9228;46845
Parcel-/r?kkehus;4690 Haslev;7845;9706;10316;46905
Parcel-/r?kkehus;4700 N?stved;8006;9095;9516;47005
Parcel-/r?kkehus;4720 Pr?st?;7968;5887;8944;47205
Parcel-/r?kkehus;4733 Tappern?je;6632;6346;7283;47335
Parcel-/r?kkehus;4735 Mern;7741;6738;6503;47355
Parcel-/r?kkehus;4736 Karreb?ksminde;8936;11815;;47365
Parcel-/r?kkehus;4750 Lundby;6041;6293;7490;47505
Parcel-/r?kkehus;4760 Vordingborg;7289;7783;8681;47605
Parcel-/r?kkehus;4771 Kalvehave;;4897;7119;47715
Parcel-/r?kkehus;4772 Langeb?k;;;;47725
Parcel-/r?kkehus;4773 Stensved;6950;;8210;47735
Parcel-/r?kkehus;4780 Stege;5908;6714;8188;47805
Parcel-/r?kkehus;4791 Borre;;;;47915
Parcel-/r?kkehus;4792 Askeby;;;6401;47925
Parcel-/r?kkehus;4793 Bog? By;;;;47935
Parcel-/r?kkehus;4800 Nyk?bing F;6245;7255;8137;48005
Parcel-/r?kkehus;4840 N?rre Alslev;5023;5635;6264;48405
Parcel-/r?kkehus;4850 Stubbek?bing;4716;6088;5992;48505
Parcel-/r?kkehus;4862 Guldborg;5543;4794;;48625
Parcel-/r?kkehus;4863 Eskilstrup;5798;5609;6224;48635
Parcel-/r?kkehus;4871 Horbelev;4031;4056;;48715
Parcel-/r?kkehus;4872 Idestrup;6483;6153;5443;48725
Parcel-/r?kkehus;4873 V?ggerl?se;8224;5167;6625;48735
Parcel-/r?kkehus;4874 Gedser;3183;4241;3625;48745
Parcel-/r?kkehus;4880 Nysted;3877;;6409;48805
Parcel-/r?kkehus;4891 Toreby L;;6031;4564;48915
Parcel-/r?kkehus;4892 Kettinge;4333;;4871;48925
Parcel-/r?kkehus;4894 ?ster Ulslev;3602;;;48945
Parcel-/r?kkehus;4895 Errindlev;;3691;;48955
Parcel-/r?kkehus;4900 Nakskov;4721;4722;5080;49005
Parcel-/r?kkehus;4912 Harpelunde;;;;49125
Parcel-/r?kkehus;4913 Horslunde;2916;3162;4307;49135
Parcel-/r?kkehus;4920 S?llested;3551;3689;4004;49205
Parcel-/r?kkehus;4930 Maribo;5347;5823;5547;49305
Parcel-/r?kkehus;4941 Bandholm;;;;49415
Parcel-/r?kkehus;4943 Torrig L;;;;49435
Parcel-/r?kkehus;4944 Fej?;;;;49445
Parcel-/r?kkehus;4951 N?rreballe;;4104;;49515
Parcel-/r?kkehus;4952 Stokkemarke;2390;4000;;49525
Parcel-/r?kkehus;4953 Vesterborg;;;;49535
Parcel-/r?kkehus;4960 Holeby;4135;3426;4288;49605
Parcel-/r?kkehus;4970 R?dby;3908;4056;4861;49705
Parcel-/r?kkehus;4983 Dannemare;2548;;;49835
Parcel-/r?kkehus;4990 Saksk?bing;4449;4866;4783;49905
Parcel-/r?kkehus;5000 Odense C;7605;8194;10179;50005
Parcel-/r?kkehus;5200 Odense V;6755;7227;8378;52005
Parcel-/r?kkehus;5210 Odense NV;7475;8183;9305;52105
Parcel-/r?kkehus;5220 Odense S?;6794;8538;9696;52205
Parcel-/r?kkehus;5230 Odense M;8661;10281;12193;52305
Parcel-/r?kkehus;5240 Odense N?;6553;7408;7722;52405
Parcel-/r?kkehus;5250 Odense SV;7703;8390;10503;52505
Parcel-/r?kkehus;5260 Odense S;8232;8718;9337;52605
Parcel-/r?kkehus;5270 Odense N;7988;7849;8836;52705
Parcel-/r?kkehus;5290 Marslev;;;;52905
Parcel-/r?kkehus;5300 Kerteminde;9063;9325;9227;53005
Parcel-/r?kkehus;5320 Agedrup;7584;8174;9221;53205
Parcel-/r?kkehus;5330 Munkebo;6117;6342;7566;53305
Parcel-/r?kkehus;5350 Rynkeby;;;;53505
Parcel-/r?kkehus;5370 Mesinge;;;;53705
