type;area;Q4_09;Q1_10;Q2_10;Q3_10;Q4_10;Q1_11;Q2_11;Q3_11
Parcel- og rækkehuse;3450 Allerød;18.111;19.312;19.796;21.920;20.604;18.891;20.397;18.639
Parcel- og rækkehuse;3460 Birkerød;23.123;22.088;24.294;23.677;25.226;22.967;24.140;24.601
Parcel- og rækkehuse;3480 Fredensborg;17.467;18.054;19.383;18.212;19.452;18.167;19.028;17.807
Parcel- og rækkehuse;3490 Kvistgård;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;3500 Værløse;23.432;20.914;22.683;22.451;24.074;22.314;23.721;23.879
Parcel- og rækkehuse;3520 Farum;19.311;19.390;18.899;20.575;18.891;19.705;19.895;19.802
Parcel- og rækkehuse;3540 Lynge;16.030;0;0;17.458;18.291;16.469;18.950;17.400
Parcel- og rækkehuse;3550 Slangerup;13.077;14.514;14.824;15.497;14.742;15.966;16.768;14.814
Parcel- og rækkehuse;3600 Frederikssund;14.355;15.437;15.752;15.457;15.092;16.482;15.212;14.160
Parcel- og rækkehuse;3630 Jægerspris;0;12.006;11.151;10.977;10.528;0;0;12.408
Parcel- og rækkehuse;3650 Ølstykke;15.587;15.368;17.000;16.602;15.452;16.032;16.535;16.525
Parcel- og rækkehuse;3660 Stenløse;15.619;14.426;15.136;18.339;15.448;16.404;15.525;14.897
Parcel- og rækkehuse;3670 Veksø Sjælland;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;3700 Rønne;8.322;8.636;8.301;7.753;8.931;8.555;7.795;7.816
Parcel- og rækkehuse;3720 Aakirkeby;4.692;6.047;5.330;4.878;5.828;4.682;5.473;3.457
Parcel- og rækkehuse;3730 Nexø;4.876;6.551;6.631;5.748;6.879;5.258;0;0
Parcel- og rækkehuse;3740 Svaneke;0;0;0;8.472;9.709;0;0;7.636
Parcel- og rækkehuse;3751 Østermarie;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;3760 Gudhjem;0;0;0;0;5.116;0;0;0
Parcel- og rækkehuse;3770 Allinge;6.757;5.378;7.974;5.080;7.210;0;0;4.442
Parcel- og rækkehuse;3782 Klemensker;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;3790 Hasle;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;4000 Roskilde;17.693;17.732;18.249;18.357;18.461;18.082;17.550;17.325
Parcel- og rækkehuse;4030 Tune;15.326;15.377;16.667;17.939;16.539;17.347;17.135;15.827
Parcel- og rækkehuse;4040 Jyllinge;16.858;15.225;16.149;17.528;17.463;17.363;16.207;14.493
Parcel- og rækkehuse;4050 Skibby;0;12.033;11.327;10.804;12.108;11.562;9.691;8.935
Parcel- og rækkehuse;4060 Kirke Såby;9.458;0;0;9.940;0;0;9.209;8.931
Parcel- og rækkehuse;4070 Kirke Hyllinge;10.504;10.986;13.986;12.247;13.545;10.390;8.241;10.125
Parcel- og rækkehuse;4100 Ringsted;11.226;11.743;12.302;11.904;12.264;11.398;10.695;11.414
Parcel- og rækkehuse;4105 Ringsted;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;4130 Viby Sjælland;12.173;14.193;13.698;12.623;14.592;0;0;14.624
Parcel- og rækkehuse;4140 Borup;13.872;14.731;13.666;14.962;13.254;14.318;13.612;10.377
Parcel- og rækkehuse;4160 Herlufmagle;7.861;11.252;8.402;0;0;0;0;0
Parcel- og rækkehuse;4171 Glumsø;0;9.310;10.706;0;0;0;0;0
Parcel- og rækkehuse;4173 Fjenneslev;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;4174 Jystrup Midtsj;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;4180 Sorø;13.485;13.099;13.254;11.620;12.639;11.423;13.317;12.372
Parcel- og rækkehuse;4190 Munke Bjergby;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;4200 Slagelse;11.349;11.579;10.457;11.457;10.275;10.317;11.131;9.947
Parcel- og rækkehuse;4220 Korsør;9.748;9.010;9.442;9.706;8.776;7.596;9.861;7.614
Parcel- og rækkehuse;4230 Skælskør;9.232;9.886;9.317;10.340;9.356;8.460;8.202;8.093
Parcel- og rækkehuse;4241 Vemmelev;0;0;10.786;9.694;0;0;0;0
Parcel- og rækkehuse;4242 Boeslunde;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;4243 Rude;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;4250 Fuglebjerg;0;0;0;9.625;8.027;6.545;6.813;0
Parcel- og rækkehuse;4261 Dalmose;7.238;0;0;0;0;0;0;0
Parcel- og rækkehuse;4262 Sandved;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;4270 Høng;9.016;7.085;9.518;8.884;8.216;10.520;7.080;7.795
Parcel- og rækkehuse;4281 Gørlev;0;0;0;9.481;8.421;0;0;7.694
Parcel- og rækkehuse;4291 Ruds Vedby;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;4293 Dianalund;9.971;9.225;9.149;9.847;8.756;8.378;8.029;8.849
Parcel- og rækkehuse;4295 Stenlille;0;10.004;9.404;6.743;8.158;0;0;0
Parcel- og rækkehuse;4296 Nyrup;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;4300 Holbæk;13.944;13.702;13.357;14.644;13.943;14.473;13.667;11.391
Parcel- og rækkehuse;4320 Lejre;15.767;14.649;15.472;11.711;15.956;13.280;14.952;11.988
Parcel- og rækkehuse;4330 Hvalsø;12.438;15.748;12.832;12.176;11.927;12.518;10.169;0
Parcel- og rækkehuse;4340 Tølløse;11.978;12.972;11.880;13.201;10.633;8.449;11.665;9.101
Parcel- og rækkehuse;4350 Ugerløse;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;4360 Kirke Eskilstrup;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;4370 Store Merløse;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;4390 Vipperød;0;0;9.466;11.184;0;0;0;0
Parcel- og rækkehuse;4400 Kalundborg;11.036;9.466;8.944;10.252;9.862;8.447;10.541;9.632
Parcel- og rækkehuse;4420 Regstrup;0;0;10.949;10.606;0;0;0;0
Parcel- og rækkehuse;4440 Mørkøv;0;0;0;0;7.898;0;0;7.382
Parcel- og rækkehuse;4450 Jyderup;11.391;9.494;9.229;9.056;10.847;10.333;8.321;9.220
Parcel- og rækkehuse;4460 Snertinge;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;4470 Svebølle;0;0;0;5.549;7.032;4.310;5.911;5.864
Parcel- og rækkehuse;4480 Store Fuglede;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;4490 Jerslev Sjælland;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;4500 Nykøbing Sj;8.168;12.474;9.096;9.559;9.011;8.627;7.599;8.423
Parcel- og rækkehuse;4520 Svinninge;9.165;0;0;8.268;7.992;0;0;7.398
Parcel- og rækkehuse;4532 Gislinge;0;0;10.776;0;0;0;0;10.485
Parcel- og rækkehuse;4534 Hørve;0;0;0;0;0;6.054;0;0
Parcel- og rækkehuse;4540 Fårevejle;8.091;8.310;0;0;0;0;0;0
Parcel- og rækkehuse;4550 Asnæs;0;0;10.168;9.466;0;0;0;0
Parcel- og rækkehuse;4560 Vig;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;4571 Grevinge;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;4572 Nørre Asmindrup;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;4573 Højby;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;4581 Rørvig;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;4583 Sjællands Odde;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;4591 Føllenslev;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;4592 Sejerø;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;4593 Eskebjerg;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;4600 Køge;15.014;15.281;15.245;16.195;15.420;14.627;14.325;15.403
Parcel- og rækkehuse;4621 Gadstrup;0;0;0;12.377;11.197;13.915;0;0
Parcel- og rækkehuse;4622 Havdrup;13.363;14.785;14.420;14.999;15.245;15.803;13.610;13.438
Parcel- og rækkehuse;4623 Lille Skensved;11.408;14.317;12.572;12.928;14.068;12.544;11.723;12.768
Parcel- og rækkehuse;4632 Bjæverskov;15.492;15.154;12.602;0;0;0;0;0
Parcel- og rækkehuse;4640 Faxe;0;0;8.714;9.642;9.109;8.578;8.505;0
Parcel- og rækkehuse;4652 Hårlev;10.438;9.780;10.912;9.241;9.438;0;0;11.917
Parcel- og rækkehuse;4653 Karise;0;0;0;0;0;10.115;8.700;0
Parcel- og rækkehuse;4654 Faxe Ladeplads;0;0;0;9.267;11.055;10.874;8.016;0
Parcel- og rækkehuse;4660 Store Heddinge;8.861;9.535;8.444;9.132;7.076;8.741;7.894;8.253
Parcel- og rækkehuse;4671 Strøby;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;4672 Klippinge;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;4673 Rødvig Stevns;0;0;8.597;0;0;0;8.918;0
Parcel- og rækkehuse;4681 Herfølge;12.483;0;0;14.631;0;0;11.302;0
Parcel- og rækkehuse;4682 Tureby;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;4683 Rønnede;0;9.726;9.348;8.134;9.849;8.098;9.124;0
Parcel- og rækkehuse;4684 Holmegaard;11.673;10.897;10.292;9.814;11.067;10.558;10.372;10.438
Parcel- og rækkehuse;4690 Haslev;12.371;10.700;9.431;10.262;9.893;9.873;9.613;9.866
Parcel- og rækkehuse;4700 Næstved;11.618;11.078;11.730;10.676;11.409;10.749;10.564;10.499
Parcel- og rækkehuse;4720 Præstø;8.855;8.592;10.121;9.331;10.128;8.556;0;0
Parcel- og rækkehuse;4733 Tappernøje;10.243;0;0;0;0;0;0;0
Parcel- og rækkehuse;4735 Mern;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;4736 Karrebæksminde;12.616;0;0;0;0;0;0;0
Parcel- og rækkehuse;4750 Lundby;5.716;7.410;8.228;6.140;7.730;6.952;0;0
Parcel- og rækkehuse;4760 Vordingborg;9.141;10.321;8.848;8.859;8.344;8.055;9.340;7.955
Parcel- og rækkehuse;4771 Kalvehave;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;4772 Langebæk;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;4773 Stensved;0;0;9.331;7.282;7.323;0;0;0
Parcel- og rækkehuse;4780 Stege;8.864;7.601;6.950;7.995;7.779;6.498;6.907;7.293
Parcel- og rækkehuse;4791 Borre;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;4792 Askeby;0;7.096;0;0;0;0;5.351;0
Parcel- og rækkehuse;4793 Bogø By;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;4800 Nykøbing F;9.324;9.265;9.370;8.903;8.717;8.728;9.375;8.022
Parcel- og rækkehuse;4840 Nørre Alslev;8.520;5.084;6.964;8.068;7.798;5.988;6.016;5.367
Parcel- og rækkehuse;4850 Stubbekøbing;7.510;7.098;6.755;5.764;0;0;0;3.479
Parcel- og rækkehuse;4862 Guldborg;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;4863 Eskilstrup;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;4871 Horbelev;4.993;0;0;0;0;0;0;0
Parcel- og rækkehuse;4872 Idestrup;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;4873 Væggerløse;0;0;0;7.620;0;0;0;0
Parcel- og rækkehuse;4874 Gedser;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;4880 Nysted;0;0;0;0;0;7.508;0;0
Parcel- og rækkehuse;4891 Toreby L;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;4892 Kettinge;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;4894 Øster Ulslev;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;4895 Errindlev;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;4900 Nakskov;5.684;6.013;5.943;6.292;6.152;5.026;5.467;4.059
Parcel- og rækkehuse;4912 Harpelunde;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;4913 Horslunde;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;4920 Søllested;0;0;0;0;4.361;0;0;0
Parcel- og rækkehuse;4930 Maribo;8.088;7.354;7.345;7.716;6.415;5.842;7.546;5.600
Parcel- og rækkehuse;4941 Bandholm;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;4943 Torrig L;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;4944 Fejø;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;4951 Nørreballe;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;4952 Stokkemarke;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;4953 Vesterborg;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;4960 Holeby;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;4970 Rødby;3.950;4.993;4.926;4.817;0;0;4.492;3.042
Parcel- og rækkehuse;4983 Dannemare;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;4990 Sakskøbing;5.173;5.748;6.061;6.446;5.245;6.647;4.616;5.490
Parcel- og rækkehuse;5000 Odense C;13.325;15.631;15.552;14.131;14.356;14.308;13.946;14.578
Parcel- og rækkehuse;5200 Odense V;0;0;10.993;0;0;12.004;11.416;10.123
Parcel- og rækkehuse;5210 Odense NV;12.398;13.026;12.310;12.677;12.934;12.807;11.775;11.314
Parcel- og rækkehuse;5220 Odense SØ;12.408;13.803;13.008;13.757;13.049;11.718;13.202;13.278
Parcel- og rækkehuse;5230 Odense M;15.378;14.296;15.728;16.499;16.173;14.935;15.373;14.381
Parcel- og rækkehuse;5240 Odense NØ;11.770;10.921;11.680;10.634;12.305;12.723;11.288;10.489
Parcel- og rækkehuse;5250 Odense SV;13.050;12.428;13.289;13.046;13.245;13.089;12.345;12.463
Parcel- og rækkehuse;5260 Odense S;12.115;11.043;12.757;12.442;12.140;12.827;12.261;11.049
Parcel- og rækkehuse;5270 Odense N;12.429;12.276;12.364;11.093;11.800;11.758;11.982;11.747
Parcel- og rækkehuse;5290 Marslev;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;5300 Kerteminde;13.016;0;0;13.823;12.098;10.833;10.436;11.192
Parcel- og rækkehuse;5320 Agedrup;11.046;0;0;10.732;0;0;0;0
Parcel- og rækkehuse;5330 Munkebo;11.555;11.216;8.890;8.315;9.509;11.082;9.210;10.684
Parcel- og rækkehuse;5350 Rynkeby;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;5370 Mesinge;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;5380 Dalby;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;5390 Martofte;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;5400 Bogense;8.805;10.040;6.993;8.211;0;0;10.034;6.600
Parcel- og rækkehuse;5450 Otterup;7.189;8.247;9.655;7.312;9.125;6.859;8.387;7.506
Parcel- og rækkehuse;5462 Morud;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;5463 Harndrup;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;5464 Brenderup Fyn;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;5466 Asperup;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;5471 Søndersø;8.371;6.494;7.732;7.320;6.096;6.076;6.544;6.603
Parcel- og rækkehuse;5474 Veflinge;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;5485 Skamby;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;5491 Blommenslyst;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;5492 Vissenbjerg;7.526;6.626;9.306;10.074;6.029;7.150;7.815;8.524
Parcel- og rækkehuse;5500 Middelfart;13.540;12.676;13.561;13.584;12.615;12.790;12.315;12.704
Parcel- og rækkehuse;5540 Ullerslev;0;0;7.360;7.884;9.001;8.131;0;0
Parcel- og rækkehuse;5550 Langeskov;8.711;9.277;6.945;9.702;9.466;0;0;9.801
Parcel- og rækkehuse;5560 Aarup;8.482;10.812;8.956;8.836;7.834;7.873;7.293;7.706
Parcel- og rækkehuse;5580 Nørre Aaby;0;0;0;0;0;0;7.980;0
Parcel- og rækkehuse;5591 Gelsted;0;0;0;0;6.542;0;0;0
Parcel- og rækkehuse;5592 Ejby;0;0;0;6.738;6.109;0;0;0
Parcel- og rækkehuse;5600 Faaborg;7.955;7.741;7.994;8.521;8.286;7.313;7.749;6.051
Parcel- og rækkehuse;5610 Assens;8.876;7.570;7.245;7.814;8.546;9.413;8.984;9.283
Parcel- og rækkehuse;5620 Glamsbjerg;6.389;8.183;7.956;7.970;7.732;6.198;7.426;5.800
Parcel- og rækkehuse;5631 Ebberup;0;9.460;0;0;0;0;0;0
Parcel- og rækkehuse;5642 Millinge;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;5672 Broby;5.875;6.125;6.852;7.084;6.389;7.466;6.292;5.672
Parcel- og rækkehuse;5683 Haarby;7.662;8.230;7.678;6.623;6.409;8.843;8.624;6.082
Parcel- og rækkehuse;5690 Tommerup;8.990;8.964;8.180;8.460;8.877;9.609;7.346;8.208
Parcel- og rækkehuse;5700 Svendborg;12.466;12.671;12.028;11.799;11.300;11.922;11.254;10.840
Parcel- og rækkehuse;5750 Ringe;8.716;8.174;8.839;8.746;8.736;9.244;7.842;8.315
Parcel- og rækkehuse;5762 Vester Skerninge;0;0;8.453;8.328;7.784;8.821;7.183;7.960
Parcel- og rækkehuse;5771 Stenstrup;0;0;0;0;0;8.981;6.668;6.957
Parcel- og rækkehuse;5772 Kværndrup;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;5792 Årslev;8.730;9.123;8.094;8.147;9.224;8.737;8.653;6.336
Parcel- og rækkehuse;5800 Nyborg;11.748;10.860;11.645;11.803;10.655;9.802;10.034;10.994
Parcel- og rækkehuse;5853 Ørbæk;7.655;9.179;7.612;8.259;8.604;4.981;7.911;5.893
Parcel- og rækkehuse;5854 Gislev;0;7.591;7.098;0;0;0;0;0
Parcel- og rækkehuse;5856 Ryslinge;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;5863 Ferritslev Fyn;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;5871 Frørup;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;5874 Hesselager;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;5881 Skårup Fyn;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;5882 Vejstrup;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;5883 Oure;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;5884 Gudme;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;5892 Gudbjerg Sydfyn;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;5900 Rudkøbing;7.501;6.937;7.580;6.601;6.294;6.647;6.779;6.791
Parcel- og rækkehuse;5932 Humble;0;0;0;0;5.326;0;0;0
Parcel- og rækkehuse;5935 Bagenkop;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;5953 Tranekær;7.806;0;0;10.130;4.929;0;0;0
Parcel- og rækkehuse;5960 Marstal;9.974;6.169;7.290;6.797;7.677;5.267;7.128;6.378
Parcel- og rækkehuse;5970 Ærøskøbing;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;5985 Søby Ærø;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;6000 Kolding;12.907;12.980;13.089;12.959;12.616;12.187;12.654;12.207
Parcel- og rækkehuse;6040 Egtved;10.372;8.646;8.505;8.761;10.282;9.406;8.982;8.831
Parcel- og rækkehuse;6051 Almind;12.904;0;0;0;0;0;0;0
Parcel- og rækkehuse;6052 Viuf;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;6064 Jordrup;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;6070 Christiansfeld;6.870;8.922;8.284;7.679;6.797;6.410;7.104;6.836
Parcel- og rækkehuse;6091 Bjert;0;0;10.806;0;0;0;10.660;0
Parcel- og rækkehuse;6092 Sønder Stenderup;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;6093 Sjølund;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;6094 Hejls;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;6100 Haderslev;9.691;9.435;9.241;9.270;9.479;9.305;8.803;9.032
