type;area;Q4_09;Q1_10;Q2_10;Q3_10;Q4_10;Q1_11;Q2_11;Q3_11
Parcel- og rækkehuse;2900 Hellerup;33;27;39;27;22;17;34;24
Parcel- og rækkehuse;2920 Charlottenlund;40;23;29;29;31;27;31;16
Parcel- og rækkehuse;2930 Klampenborg;10;18;13;12;14;8;9;9
Parcel- og rækkehuse;2942 Skodsborg;2;3;3;1;0;3;1;1
Parcel- og rækkehuse;2950 Vedbæk;16;13;14;13;18;12;14;16
Parcel- og rækkehuse;2960 Rungsted Kyst;19;13;17;16;13;9;11;9
Parcel- og rækkehuse;2970 Hørsholm;38;50;38;38;30;33;31;21
Parcel- og rækkehuse;2980 Kokkedal;13;23;24;17;16;13;18;21
Parcel- og rækkehuse;2990 Nivå;6;14;10;19;10;21;10;9
Parcel- og rækkehuse;3000 Helsingør;28;28;20;35;26;21;21;25
Parcel- og rækkehuse;3050 Humlebæk;13;13;22;12;8;12;12;7
Parcel- og rækkehuse;3060 Espergærde;23;22;19;28;20;24;22;20
Parcel- og rækkehuse;3070 Snekkersten;12;10;10;6;6;11;9;7
Parcel- og rækkehuse;3080 Tikøb;1;2;4;3;3;4;0;4
Parcel- og rækkehuse;3100 Hornbæk;3;11;14;8;9;10;5;5
Parcel- og rækkehuse;3120 Dronningmølle;1;4;2;2;4;0;0;3
Parcel- og rækkehuse;3140 Ålsgårde;21;7;16;15;5;11;10;6
Parcel- og rækkehuse;3150 Hellebæk;2;0;0;0;0;1;0;1
Parcel- og rækkehuse;3200 Helsinge;15;30;27;22;20;25;24;24
Parcel- og rækkehuse;3210 Vejby;4;5;5;4;3;3;5;0
Parcel- og rækkehuse;3220 Tisvildeleje;0;4;4;3;1;2;2;2
Parcel- og rækkehuse;3230 Græsted;20;14;12;22;6;8;12;17
Parcel- og rækkehuse;3250 Gilleleje;12;19;18;15;10;13;20;15
Parcel- og rækkehuse;3300 Frederiksværk;27;16;30;17;13;18;23;15
Parcel- og rækkehuse;3310 Ølsted;3;4;9;5;2;3;3;2
Parcel- og rækkehuse;3320 Skævinge;30;13;11;13;10;5;10;7
Parcel- og rækkehuse;3330 Gørløse;3;3;2;1;2;1;3;3
Parcel- og rækkehuse;3360 Liseleje;3;0;3;2;1;2;2;3
Parcel- og rækkehuse;3370 Melby;0;0;2;3;0;2;3;2
Parcel- og rækkehuse;3390 Hundested;17;14;19;16;20;22;26;21
Parcel- og rækkehuse;3400 Hillerød;50;53;58;50;39;48;47;42
Parcel- og rækkehuse;3450 Allerød;56;46;30;31;34;33;30;17
Parcel- og rækkehuse;3460 Birkerød;43;41;44;36;33;37;34;43
Parcel- og rækkehuse;3480 Fredensborg;25;25;31;20;27;26;17;23
Parcel- og rækkehuse;3490 Kvistgård;1;5;2;3;3;1;3;2
Parcel- og rækkehuse;3500 Værløse;45;55;47;43;39;33;33;28
Parcel- og rækkehuse;3520 Farum;29;30;33;34;31;27;22;22
Parcel- og rækkehuse;3540 Lynge;5;4;8;8;8;14;9;5
Parcel- og rækkehuse;3550 Slangerup;22;23;30;18;16;25;16;17
Parcel- og rækkehuse;3600 Frederikssund;26;29;41;45;30;29;38;19
Parcel- og rækkehuse;3630 Jægerspris;8;10;5;10;10;3;9;13
Parcel- og rækkehuse;3650 Ølstykke;42;24;32;41;28;30;48;27
Parcel- og rækkehuse;3660 Stenløse;29;23;23;14;26;19;19;23
Parcel- og rækkehuse;3670 Veksø Sjælland;2;5;2;3;2;2;5;3
Parcel- og rækkehuse;3700 Rønne;55;45;65;61;49;38;38;61
Parcel- og rækkehuse;3720 Aakirkeby;6;10;13;14;10;10;17;7
Parcel- og rækkehuse;3730 Nexø;18;14;23;15;6;20;4;14
Parcel- og rækkehuse;3740 Svaneke;3;4;6;9;10;2;6;5
Parcel- og rækkehuse;3751 Østermarie;4;3;1;1;1;1;2;1
Parcel- og rækkehuse;3760 Gudhjem;1;2;4;7;6;2;4;4
Parcel- og rækkehuse;3770 Allinge;5;7;5;12;7;4;5;6
Parcel- og rækkehuse;3782 Klemensker;5;2;2;2;2;1;2;6
Parcel- og rækkehuse;3790 Hasle;1;4;10;4;6;2;4;5
Parcel- og rækkehuse;4000 Roskilde;84;87;118;91;70;68;108;96
Parcel- og rækkehuse;4030 Tune;20;6;19;16;8;10;12;9
Parcel- og rækkehuse;4040 Jyllinge;24;21;31;14;16;17;11;15
Parcel- og rækkehuse;4050 Skibby;13;10;8;7;12;6;6;10
Parcel- og rækkehuse;4060 Kirke Såby;6;4;8;8;4;5;10;7
Parcel- og rækkehuse;4070 Kirke Hyllinge;11;13;13;16;11;5;8;12
Parcel- og rækkehuse;4100 Ringsted;37;61;50;66;41;38;39;36
Parcel- og rækkehuse;4105 Ringsted;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;4130 Viby Sjælland;13;6;8;10;12;3;5;11
Parcel- og rækkehuse;4140 Borup;8;10;13;5;9;7;7;7
Parcel- og rækkehuse;4160 Herlufmagle;8;10;5;4;4;4;5;4
Parcel- og rækkehuse;4171 Glumsø;7;7;8;4;7;4;4;4
Parcel- og rækkehuse;4173 Fjenneslev;5;2;4;3;4;2;2;6
Parcel- og rækkehuse;4174 Jystrup Midtsj;2;2;4;2;0;0;1;0
Parcel- og rækkehuse;4180 Sorø;18;30;25;26;31;10;25;23
Parcel- og rækkehuse;4190 Munke Bjergby;2;1;2;1;0;2;3;0
Parcel- og rækkehuse;4200 Slagelse;54;40;55;51;53;34;61;33
Parcel- og rækkehuse;4220 Korsør;21;15;21;28;15;10;6;20
Parcel- og rækkehuse;4230 Skælskør;11;11;11;15;9;14;8;8
Parcel- og rækkehuse;4241 Vemmelev;4;6;7;9;2;3;5;4
Parcel- og rækkehuse;4242 Boeslunde;1;1;2;3;2;0;2;2
Parcel- og rækkehuse;4243 Rude;1;1;1;4;1;1;2;0
Parcel- og rækkehuse;4250 Fuglebjerg;5;3;9;15;5;6;5;4
Parcel- og rækkehuse;4261 Dalmose;5;4;4;5;2;2;1;5
Parcel- og rækkehuse;4262 Sandved;6;2;3;5;3;3;1;2
Parcel- og rækkehuse;4270 Høng;5;9;7;11;5;5;10;11
Parcel- og rækkehuse;4281 Gørlev;6;4;8;9;5;4;9;5
Parcel- og rækkehuse;4291 Ruds Vedby;5;3;0;2;6;0;1;4
Parcel- og rækkehuse;4293 Dianalund;10;7;7;11;12;10;6;8
Parcel- og rækkehuse;4295 Stenlille;5;8;5;7;5;4;2;4
Parcel- og rækkehuse;4296 Nyrup;1;1;0;3;0;0;1;0
Parcel- og rækkehuse;4300 Holbæk;41;35;40;44;28;34;32;41
Parcel- og rækkehuse;4320 Lejre;16;13;10;8;15;8;11;9
Parcel- og rækkehuse;4330 Hvalsø;11;7;10;13;8;6;10;2
Parcel- og rækkehuse;4340 Tølløse;12;8;5;5;8;8;8;11
Parcel- og rækkehuse;4350 Ugerløse;4;2;2;2;2;1;1;3
Parcel- og rækkehuse;4360 Kirke Eskilstrup;0;2;3;5;1;0;0;1
Parcel- og rækkehuse;4370 Store Merløse;3;3;7;1;2;2;4;1
Parcel- og rækkehuse;4390 Vipperød;3;5;6;6;4;8;3;5
Parcel- og rækkehuse;4400 Kalundborg;26;29;28;41;26;24;32;37
Parcel- og rækkehuse;4420 Regstrup;4;8;9;6;3;3;5;4
Parcel- og rækkehuse;4440 Mørkøv;4;8;4;6;5;4;6;5
Parcel- og rækkehuse;4450 Jyderup;5;7;15;12;6;12;11;9
Parcel- og rækkehuse;4460 Snertinge;1;1;0;2;8;4;3;5
Parcel- og rækkehuse;4470 Svebølle;1;2;6;5;6;6;10;7
Parcel- og rækkehuse;4480 Store Fuglede;0;0;3;4;3;2;2;0
Parcel- og rækkehuse;4490 Jerslev Sjælland;4;2;3;6;1;3;2;3
Parcel- og rækkehuse;4500 Nykøbing Sj;12;10;16;15;11;15;10;14
Parcel- og rækkehuse;4520 Svinninge;5;2;5;9;6;3;7;6
Parcel- og rækkehuse;4532 Gislinge;3;0;5;4;4;1;0;6
Parcel- og rækkehuse;4534 Hørve;2;2;5;3;6;5;2;3
Parcel- og rækkehuse;4540 Fårevejle;5;5;3;2;1;8;2;5
Parcel- og rækkehuse;4550 Asnæs;4;8;6;7;4;5;2;5
Parcel- og rækkehuse;4560 Vig;3;3;3;4;2;3;4;0
Parcel- og rækkehuse;4571 Grevinge;3;2;1;5;0;2;4;1
Parcel- og rækkehuse;4572 Nørre Asmindrup;3;0;2;0;1;0;2;1
Parcel- og rækkehuse;4573 Højby;2;2;5;4;1;3;3;1
Parcel- og rækkehuse;4581 Rørvig;2;2;4;6;1;4;1;2
Parcel- og rækkehuse;4583 Sjællands Odde;1;1;0;0;3;2;2;2
Parcel- og rækkehuse;4591 Føllenslev;1;0;4;4;2;3;0;2
Parcel- og rækkehuse;4592 Sejerø;0;0;0;2;0;0;0;1
Parcel- og rækkehuse;4593 Eskebjerg;4;0;1;0;0;0;1;2
Parcel- og rækkehuse;4600 Køge;49;52;58;56;44;35;40;34
Parcel- og rækkehuse;4621 Gadstrup;3;3;8;8;6;5;4;2
Parcel- og rækkehuse;4622 Havdrup;11;5;11;10;10;8;10;8
Parcel- og rækkehuse;4623 Lille Skensved;5;8;11;10;7;10;6;8
Parcel- og rækkehuse;4632 Bjæverskov;5;7;8;2;6;3;8;4
Parcel- og rækkehuse;4640 Faxe;3;6;6;10;8;6;10;3
Parcel- og rækkehuse;4652 Hårlev;15;9;6;8;10;4;9;6
Parcel- og rækkehuse;4653 Karise;4;3;8;3;6;7;8;3
Parcel- og rækkehuse;4654 Faxe Ladeplads;6;4;7;5;10;5;5;0
Parcel- og rækkehuse;4660 Store Heddinge;15;11;6;11;15;8;6;14
Parcel- og rækkehuse;4671 Strøby;0;4;2;3;3;0;1;1
Parcel- og rækkehuse;4672 Klippinge;2;3;3;0;1;0;3;1
Parcel- og rækkehuse;4673 Rødvig Stevns;2;5;6;3;4;5;6;2
Parcel- og rækkehuse;4681 Herfølge;8;4;8;11;2;10;5;4
Parcel- og rækkehuse;4682 Tureby;1;6;1;2;3;4;4;5
Parcel- og rækkehuse;4683 Rønnede;8;10;7;8;5;6;5;3
Parcel- og rækkehuse;4684 Holmegaard;17;16;12;16;14;13;7;11
Parcel- og rækkehuse;4690 Haslev;22;26;33;35;26;17;15;31
Parcel- og rækkehuse;4700 Næstved;60;70;88;73;62;58;73;67
Parcel- og rækkehuse;4720 Præstø;14;10;14;18;12;5;4;5
Parcel- og rækkehuse;4733 Tappernøje;10;3;3;8;4;2;2;8
Parcel- og rækkehuse;4735 Mern;0;3;0;1;0;2;1;0
Parcel- og rækkehuse;4736 Karrebæksminde;5;4;3;3;2;1;3;0
Parcel- og rækkehuse;4750 Lundby;5;5;7;6;5;6;1;3
Parcel- og rækkehuse;4760 Vordingborg;19;34;21;26;17;19;19;23
Parcel- og rækkehuse;4771 Kalvehave;1;2;2;5;2;1;3;1
Parcel- og rækkehuse;4772 Langebæk;0;0;0;2;2;0;1;2
Parcel- og rækkehuse;4773 Stensved;1;5;5;7;5;1;2;1
Parcel- og rækkehuse;4780 Stege;12;10;14;13;14;12;11;11
Parcel- og rækkehuse;4791 Borre;3;3;4;1;2;1;2;0
Parcel- og rækkehuse;4792 Askeby;6;5;2;5;4;0;5;2
Parcel- og rækkehuse;4793 Bogø By;1;2;1;0;2;3;0;2
Parcel- og rækkehuse;4800 Nykøbing F;53;43;35;45;34;24;29;41
Parcel- og rækkehuse;4840 Nørre Alslev;9;9;10;9;6;10;16;9
Parcel- og rækkehuse;4850 Stubbekøbing;7;7;5;9;3;2;11;5
Parcel- og rækkehuse;4862 Guldborg;1;0;1;0;0;1;3;7
Parcel- og rækkehuse;4863 Eskilstrup;2;6;2;4;7;4;2;2
Parcel- og rækkehuse;4871 Horbelev;5;2;2;2;2;1;2;2
Parcel- og rækkehuse;4872 Idestrup;3;4;1;0;4;1;1;1
Parcel- og rækkehuse;4873 Væggerløse;4;1;5;6;1;1;5;2
Parcel- og rækkehuse;4874 Gedser;4;3;3;4;6;1;4;2
Parcel- og rækkehuse;4880 Nysted;3;1;4;4;5;6;4;2
Parcel- og rækkehuse;4891 Toreby L;1;3;3;1;4;0;1;1
Parcel- og rækkehuse;4892 Kettinge;3;4;4;2;1;2;1;5
Parcel- og rækkehuse;4894 Øster Ulslev;0;1;0;3;0;2;0;1
Parcel- og rækkehuse;4895 Errindlev;2;1;0;1;3;1;0;2
Parcel- og rækkehuse;4900 Nakskov;22;22;27;23;18;25;23;19
Parcel- og rækkehuse;4912 Harpelunde;0;1;2;2;2;4;2;2
Parcel- og rækkehuse;4913 Horslunde;2;4;2;7;3;3;2;6
Parcel- og rækkehuse;4920 Søllested;4;4;2;7;7;2;4;3
Parcel- og rækkehuse;4930 Maribo;14;8;18;17;15;6;14;11
Parcel- og rækkehuse;4941 Bandholm;2;2;4;3;1;0;0;1
Parcel- og rækkehuse;4943 Torrig L;0;0;1;2;3;2;1;1
Parcel- og rækkehuse;4944 Fejø;1;0;0;1;3;2;0;4
Parcel- og rækkehuse;4951 Nørreballe;1;3;1;1;2;1;2;1
Parcel- og rækkehuse;4952 Stokkemarke;4;0;1;0;2;1;1;1
Parcel- og rækkehuse;4953 Vesterborg;2;0;1;1;1;0;0;0
Parcel- og rækkehuse;4960 Holeby;1;0;3;3;2;1;5;5
Parcel- og rækkehuse;4970 Rødby;9;8;11;10;2;9;9;10
Parcel- og rækkehuse;4983 Dannemare;1;4;2;3;3;2;1;1
Parcel- og rækkehuse;4990 Sakskøbing;10;11;11;11;13;16;9;13
Parcel- og rækkehuse;5000 Odense C;27;38;27;34;22;25;25;25
Parcel- og rækkehuse;5200 Odense V;4;6;8;4;8;7;6;9
Parcel- og rækkehuse;5210 Odense NV;36;32;39;42;23;33;34;36
Parcel- og rækkehuse;5220 Odense SØ;19;18;27;25;15;18;24;17
Parcel- og rækkehuse;5230 Odense M;37;29;33;30;30;24;26;29
Parcel- og rækkehuse;5240 Odense NØ;12;8;11;8;11;8;10;5
Parcel- og rækkehuse;5250 Odense SV;36;37;63;49;38;40;35;47
Parcel- og rækkehuse;5260 Odense S;24;29;28;33;30;23;33;23
Parcel- og rækkehuse;5270 Odense N;43;43;35;44;16;22;35;33
Parcel- og rækkehuse;5290 Marslev;2;4;4;2;3;2;4;1
Parcel- og rækkehuse;5300 Kerteminde;8;3;8;13;7;9;9;9
Parcel- og rækkehuse;5320 Agedrup;5;4;7;6;3;4;3;2
Parcel- og rækkehuse;5330 Munkebo;7;9;5;12;5;6;11;8
Parcel- og rækkehuse;5350 Rynkeby;1;4;0;1;0;0;1;2
Parcel- og rækkehuse;5370 Mesinge;0;3;1;0;1;1;0;1
Parcel- og rækkehuse;5380 Dalby;1;3;1;1;0;0;1;1
Parcel- og rækkehuse;5390 Martofte;2;0;2;1;1;0;0;2
Parcel- og rækkehuse;5400 Bogense;5;8;11;9;5;8;5;10
Parcel- og rækkehuse;5450 Otterup;23;18;19;16;11;8;12;17
Parcel- og rækkehuse;5462 Morud;3;3;3;0;2;1;2;5
Parcel- og rækkehuse;5463 Harndrup;1;4;2;3;3;2;3;0
Parcel- og rækkehuse;5464 Brenderup Fyn;1;5;4;2;5;1;2;9
Parcel- og rækkehuse;5466 Asperup;2;1;2;1;2;2;3;1
Parcel- og rækkehuse;5471 Søndersø;9;8;15;9;11;7;8;6
Parcel- og rækkehuse;5474 Veflinge;2;2;1;0;3;4;1;2
Parcel- og rækkehuse;5485 Skamby;4;4;0;4;0;0;1;2
Parcel- og rækkehuse;5491 Blommenslyst;2;3;2;6;3;0;4;1
Parcel- og rækkehuse;5492 Vissenbjerg;10;9;9;12;5;13;10;9
Parcel- og rækkehuse;5500 Middelfart;26;35;38;47;33;34;34;34
Parcel- og rækkehuse;5540 Ullerslev;3;7;9;8;9;11;3;12
Parcel- og rækkehuse;5550 Langeskov;10;7;7;15;6;4;10;11
Parcel- og rækkehuse;5560 Aarup;5;11;6;5;6;5;11;8
Parcel- og rækkehuse;5580 Nørre Aaby;4;5;4;8;3;7;5;3
Parcel- og rækkehuse;5591 Gelsted;2;4;4;5;6;1;6;4
Parcel- og rækkehuse;5592 Ejby;3;4;7;5;5;2;5;2
Parcel- og rækkehuse;5600 Faaborg;27;20;20;28;16;26;33;21
Parcel- og rækkehuse;5610 Assens;17;17;12;21;17;17;11;16
Parcel- og rækkehuse;5620 Glamsbjerg;5;11;12;16;5;8;8;6
Parcel- og rækkehuse;5631 Ebberup;6;5;2;2;2;2;4;4
Parcel- og rækkehuse;5642 Millinge;1;0;2;1;0;1;0;4
Parcel- og rækkehuse;5672 Broby;13;15;12;7;13;7;6;9
Parcel- og rækkehuse;5683 Haarby;11;6;10;8;6;5;7;7
Parcel- og rækkehuse;5690 Tommerup;15;7;9;11;12;12;12;12
Parcel- og rækkehuse;5700 Svendborg;60;72;71;59;68;43;58;51
Parcel- og rækkehuse;5750 Ringe;6;23;13;21;13;12;24;21
Parcel- og rækkehuse;5762 Vester Skerninge;4;9;8;9;8;6;6;8
Parcel- og rækkehuse;5771 Stenstrup;3;4;8;3;7;7;8;8
Parcel- og rækkehuse;5772 Kværndrup;7;1;7;2;2;2;4;4
Parcel- og rækkehuse;5792 Årslev;14;18;11;15;13;9;16;7
Parcel- og rækkehuse;5800 Nyborg;33;23;41;28;38;24;21;24
Parcel- og rækkehuse;5853 Ørbæk;9;6;8;9;8;8;6;12
Parcel- og rækkehuse;5854 Gislev;5;6;10;2;1;1;3;3
Parcel- og rækkehuse;5856 Ryslinge;4;5;4;6;4;7;1;0
Parcel- og rækkehuse;5863 Ferritslev Fyn;2;1;4;3;3;2;1;2
Parcel- og rækkehuse;5871 Frørup;1;3;1;7;2;1;3;2
Parcel- og rækkehuse;5874 Hesselager;1;2;1;6;3;3;4;3
Parcel- og rækkehuse;5881 Skårup Fyn;2;2;4;6;2;2;3;4
Parcel- og rækkehuse;5882 Vejstrup;2;0;0;1;1;0;0;1
Parcel- og rækkehuse;5883 Oure;1;1;4;0;2;0;0;2
Parcel- og rækkehuse;5884 Gudme;1;1;1;1;2;1;1;0
Parcel- og rækkehuse;5892 Gudbjerg Sydfyn;0;2;1;1;1;1;1;1
Parcel- og rækkehuse;5900 Rudkøbing;12;10;14;15;17;10;11;9
Parcel- og rækkehuse;5932 Humble;4;7;2;7;5;2;2;3
Parcel- og rækkehuse;5935 Bagenkop;4;2;3;3;1;3;1;1
Parcel- og rækkehuse;5953 Tranekær;8;4;6;12;10;5;6;3
Parcel- og rækkehuse;5960 Marstal;7;7;9;11;6;5;11;11
Parcel- og rækkehuse;5970 Ærøskøbing;3;0;3;6;2;3;1;3
Parcel- og rækkehuse;5985 Søby Ærø;4;0;1;2;2;2;1;2
Parcel- og rækkehuse;6000 Kolding;91;90;105;108;73;65;82;78
Parcel- og rækkehuse;6040 Egtved;12;13;9;14;7;11;13;13
Parcel- og rækkehuse;6051 Almind;7;0;3;0;1;2;2;4
Parcel- og rækkehuse;6052 Viuf;1;1;1;2;3;1;3;1
Parcel- og rækkehuse;6064 Jordrup;0;2;2;3;2;1;2;1
Parcel- og rækkehuse;6070 Christiansfeld;7;5;9;12;13;11;8;13
Parcel- og rækkehuse;6091 Bjert;4;6;6;4;3;5;5;2
Parcel- og rækkehuse;6092 Sønder Stenderup;0;2;1;2;2;0;1;1
Parcel- og rækkehuse;6093 Sjølund;2;1;1;1;4;3;2;2
Parcel- og rækkehuse;6094 Hejls;3;0;1;3;0;0;2;3
Parcel- og rækkehuse;6100 Haderslev;36;54;44;42;29;36;45;28
Parcel- og rækkehuse;6200 Aabenraa;36;34;44;57;44;34;45;31
Parcel- og rækkehuse;6230 Rødekro;17;17;25;30;21;20;18;8
Parcel- og rækkehuse;6240 Løgumkloster;11;8;10;5;10;8;5;11
Parcel- og rækkehuse;6261 Bredebro;0;7;5;7;4;5;5;8
Parcel- og rækkehuse;6270 Tønder;21;18;18;19;14;21;15;11
Parcel- og rækkehuse;6280 Højer;2;4;6;1;1;2;3;2
Parcel- og rækkehuse;6300 Gråsten;15;10;24;11;13;12;10;10
Parcel- og rækkehuse;6310 Broager;5;8;6;9;7;7;3;6
Parcel- og rækkehuse;6320 Egernsund;2;2;1;3;2;3;4;3
Parcel- og rækkehuse;6330 Padborg;7;8;11;5;14;7;6;9
Parcel- og rækkehuse;6340 Kruså;7;7;13;9;7;7;5;7
Parcel- og rækkehuse;6360 Tinglev;1;7;8;11;13;7;2;8
Parcel- og rækkehuse;6372 Bylderup-Bov;2;5;4;7;3;3;3;3
Parcel- og rækkehuse;6392 Bolderslev;1;6;7;1;3;2;3;0
Parcel- og rækkehuse;6400 Sønderborg;38;11;51;49;47;37;48;25
Parcel- og rækkehuse;6430 Nordborg;8;10;16;23;19;9;14;13
Parcel- og rækkehuse;6440 Augustenborg;6;12;7;14;8;11;15;9
Parcel- og rækkehuse;6470 Sydals;11;11;18;9;10;9;8;9
Parcel- og rækkehuse;6500 Vojens;19;17;18;24;28;18;22;19
Parcel- og rækkehuse;6510 Gram;5;5;9;12;4;5;4;6
Parcel- og rækkehuse;6520 Toftlund;5;6;3;4;9;9;7;9
Parcel- og rækkehuse;6534 Agerskov;3;4;2;2;1;1;1;3
Parcel- og rækkehuse;6535 Branderup J;2;0;1;1;1;0;2;0
Parcel- og rækkehuse;6541 Bevtoft;3;0;1;2;0;0;1;1
Parcel- og rækkehuse;6560 Sommersted;6;5;1;4;6;2;3;4
Parcel- og rækkehuse;6580 Vamdrup;11;5;10;12;5;6;18;8
Parcel- og rækkehuse;6600 Vejen;25;25;22;23;17;15;19;23
Parcel- og rækkehuse;6621 Gesten;1;3;4;4;2;2;1;3
Parcel- og rækkehuse;6622 Bække;3;1;4;2;4;2;2;1
Parcel- og rækkehuse;6623 Vorbasse;1;1;6;2;1;2;1;3
Parcel- og rækkehuse;6630 Rødding;18;15;14;14;12;12;12;16
Parcel- og rækkehuse;6640 Lunderskov;12;6;7;9;6;9;3;3
Parcel- og rækkehuse;6650 Brørup;6;10;13;9;6;11;7;18
Parcel- og rækkehuse;6660 Lintrup;3;1;0;1;0;0;0;1
Parcel- og rækkehuse;6670 Holsted;5;3;7;9;5;9;3;3
Parcel- og rækkehuse;6682 Hovborg;0;0;4;0;7;0;4;0
Parcel- og rækkehuse;6683 Føvling;2;1;0;1;3;1;2;0
Parcel- og rækkehuse;6690 Gørding;5;2;1;6;6;2;3;3
Parcel- og rækkehuse;6700 Esbjerg;19;17;32;41;27;24;32;21
Parcel- og rækkehuse;6705 Esbjerg Ø;19;16;21;20;16;15;18;13
Parcel- og rækkehuse;6710 Esbjerg V;46;33;37;51;34;38;43;39
Parcel- og rækkehuse;6715 Esbjerg N;16;17;20;27;17;23;24;17
Parcel- og rækkehuse;6720 Fanø;5;6;9;4;4;5;7;10
Parcel- og rækkehuse;6731 Tjæreborg;3;8;6;7;2;7;6;5
Parcel- og rækkehuse;6740 Bramming;20;6;21;22;18;19;16;20
Parcel- og rækkehuse;6752 Glejbjerg;2;2;4;2;3;0;1;1
Parcel- og rækkehuse;6753 Agerbæk;5;2;1;1;4;3;4;1
Parcel- og rækkehuse;6760 Ribe;27;20;18;27;20;25;25;28
Parcel- og rækkehuse;6771 Gredstedbro;3;3;4;8;3;2;6;2
Parcel- og rækkehuse;6780 Skærbæk;7;9;6;9;4;9;11;7
Parcel- og rækkehuse;6792 Rømø;1;2;2;2;3;1;1;1
Parcel- og rækkehuse;6800 Varde;39;39;33;47;29;27;24;42
Parcel- og rækkehuse;6818 Årre;4;3;6;6;5;6;3;7
Parcel- og rækkehuse;6823 Ansager;3;3;9;8;1;5;5;2
Parcel- og rækkehuse;6830 Nørre Nebel;7;5;6;6;8;5;2;1
Parcel- og rækkehuse;6840 Oksbøl;3;8;6;4;8;6;6;3
Parcel- og rækkehuse;6851 Janderup Vestj;1;1;3;6;5;1;3;3
Parcel- og rækkehuse;6852 Billum;2;0;0;0;1;3;2;1
Parcel- og rækkehuse;6853 Vejers Strand;0;0;0;0;0;0;0;0
Parcel- og rækkehuse;6854 Henne;1;1;0;0;1;0;0;1
Parcel- og rækkehuse;6855 Outrup;3;2;0;2;6;3;3;4
Parcel- og rækkehuse;6857 Blåvand;1;2;1;2;1;1;3;2
Parcel- og rækkehuse;6862 Tistrup;3;5;3;4;5;1;1;4
Parcel- og rækkehuse;6870 Ølgod;11;15;11;8;5;4;4;7
Parcel- og rækkehuse;6880 Tarm;11;12;15;14;10;10;13;10
